
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-20-10
Learning rate: 0.1
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.8531, 69.54, 69.30
2, 0.6053, 75.60, 74.00
3, 0.5531, 78.86, 75.80
4, 0.5151, 81.77, 78.60
5, 0.4850, 84.51, 81.20
6, 0.4627, 85.37, 82.30
7, 0.4421, 85.54, 82.50
8, 0.4204, 86.46, 83.70
9, 0.4022, 88.00, 85.10
10, 0.3879, 88.74, 85.50
11, 0.3764, 89.43, 85.80
12, 0.3668, 89.94, 86.20
13, 0.3586, 90.57, 86.70
14, 0.3512, 90.97, 86.90
15, 0.3444, 90.97, 87.20
16, 0.3380, 91.60, 87.60
17, 0.3319, 92.06, 87.90
18, 0.3257, 92.51, 88.30
19, 0.3187, 92.97, 89.00
20, 0.3112, 93.09, 89.10
21, 0.3039, 93.26, 89.60
22, 0.2968, 93.49, 90.10
23, 0.2903, 93.37, 90.50
24, 0.2844, 93.43, 90.70
25, 0.2788, 93.66, 90.90
26, 0.2732, 93.77, 90.70
27, 0.2674, 93.94, 90.80
28, 0.2615, 94.00, 90.90
29, 0.2560, 94.23, 90.90
30, 0.2510, 94.34, 90.80
31, 0.2467, 94.57, 90.90
32, 0.2429, 94.57, 91.10
33, 0.2397, 94.69, 91.10
34, 0.2369, 94.86, 91.20
35, 0.2343, 94.86, 91.30
36, 0.2320, 94.80, 91.30
37, 0.2299, 94.91, 91.30
38, 0.2279, 94.97, 91.20
39, 0.2261, 95.03, 90.90
40, 0.2245, 94.97, 90.90
41, 0.2229, 95.09, 90.90
42, 0.2214, 95.20, 90.90
43, 0.2201, 95.20, 90.60
44, 0.2188, 95.31, 90.60
45, 0.2176, 95.31, 90.50
46, 0.2164, 95.43, 90.50
47, 0.2153, 95.54, 90.50
48, 0.2143, 95.54, 90.50
49, 0.2133, 95.60, 90.40
50, 0.2124, 95.60, 90.10
51, 0.2115, 95.66, 90.10
52, 0.2106, 95.60, 90.00
53, 0.2097, 95.71, 89.90
54, 0.2089, 95.71, 89.90
55, 0.2081, 95.71, 89.90
56, 0.2074, 95.71, 89.90
57, 0.2066, 95.77, 89.90
58, 0.2059, 95.89, 89.80
59, 0.2052, 95.83, 89.80
60, 0.2045, 95.83, 89.70
61, 0.2038, 95.83, 89.80
62, 0.2032, 95.83, 89.80
63, 0.2026, 95.83, 89.90
64, 0.2020, 95.83, 89.80
65, 0.2015, 95.83, 89.80
66, 0.2009, 95.83, 89.80
67, 0.2004, 95.83, 89.80
68, 0.1999, 95.83, 89.90
69, 0.1994, 95.89, 89.90
70, 0.1989, 95.89, 89.80
71, 0.1984, 95.89, 89.90
72, 0.1980, 95.89, 90.00
73, 0.1975, 96.00, 89.90
74, 0.1971, 96.17, 89.90
75, 0.1966, 96.17, 89.90
76, 0.1962, 96.23, 89.80
77, 0.1958, 96.23, 89.80
78, 0.1954, 96.23, 89.80
79, 0.1950, 96.23, 89.80
80, 0.1946, 96.23, 89.90
81, 0.1943, 96.23, 90.00
82, 0.1939, 96.23, 89.90
83, 0.1935, 96.29, 89.90
84, 0.1932, 96.29, 89.90
85, 0.1929, 96.29, 90.00
86, 0.1925, 96.29, 90.00
87, 0.1922, 96.23, 90.00
88, 0.1918, 96.29, 90.00
89, 0.1915, 96.29, 90.10
90, 0.1912, 96.29, 90.10
91, 0.1909, 96.29, 90.10
92, 0.1906, 96.29, 90.00
93, 0.1903, 96.29, 90.00
94, 0.1900, 96.23, 90.00
95, 0.1897, 96.29, 89.90
96, 0.1894, 96.29, 89.90
97, 0.1890, 96.29, 89.90
98, 0.1887, 96.29, 89.90
99, 0.1884, 96.34, 89.80
100, 0.1878, 96.34, 90.00

