
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-5-10
Learning rate: 0.1
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.8161, 55.71, 51.70
2, 0.6628, 62.51, 58.70
3, 0.6389, 68.17, 64.70
4, 0.6292, 67.54, 64.30
5, 0.6241, 66.57, 64.20
6, 0.6208, 66.57, 62.60
7, 0.6181, 65.71, 61.10
8, 0.6157, 66.23, 60.30
9, 0.6135, 65.89, 59.90
10, 0.6116, 65.31, 60.10
11, 0.6101, 65.37, 61.10
12, 0.6089, 65.83, 60.40
13, 0.6080, 65.09, 60.00
14, 0.6072, 64.06, 58.40
15, 0.6065, 63.77, 58.40
16, 0.6059, 63.83, 58.10
17, 0.6054, 63.77, 57.90
18, 0.6050, 63.66, 57.60
19, 0.6047, 63.60, 57.10
20, 0.6043, 63.03, 56.40
21, 0.6039, 62.86, 56.40
22, 0.6034, 62.34, 56.10
23, 0.6027, 62.06, 55.70
24, 0.6021, 61.14, 54.60
25, 0.6014, 60.57, 54.00
26, 0.6009, 60.34, 53.90
27, 0.6004, 60.00, 53.50
28, 0.5999, 59.77, 53.70
29, 0.5995, 59.26, 53.00
30, 0.5991, 59.03, 52.60
31, 0.5988, 58.51, 52.70
32, 0.5984, 58.40, 52.50
33, 0.5981, 58.11, 52.50
34, 0.5979, 57.94, 52.20
35, 0.5976, 57.71, 52.70
36, 0.5974, 57.37, 52.80
37, 0.5971, 57.26, 52.60
38, 0.5969, 57.09, 52.80
39, 0.5967, 57.09, 52.40
40, 0.5965, 57.20, 52.20
41, 0.5962, 57.43, 52.60
42, 0.5959, 57.66, 52.70
43, 0.5955, 57.71, 53.10
44, 0.5949, 57.94, 53.30
45, 0.5940, 57.94, 53.40
46, 0.5931, 58.00, 53.60
47, 0.5922, 58.17, 53.90
48, 0.5915, 58.40, 54.20
49, 0.5908, 58.46, 54.10
50, 0.5903, 58.51, 54.10
51, 0.5898, 58.57, 54.00
52, 0.5894, 58.57, 54.10
53, 0.5890, 58.63, 54.00
54, 0.5886, 58.51, 54.00
55, 0.5883, 58.57, 54.20
56, 0.5880, 58.74, 54.20
57, 0.5877, 58.69, 54.20
58, 0.5874, 58.63, 54.30
59, 0.5872, 58.63, 54.40
60, 0.5869, 58.69, 54.50
61, 0.5867, 58.69, 54.50
62, 0.5865, 58.69, 54.50
63, 0.5863, 58.74, 54.40
64, 0.5861, 58.74, 54.40
65, 0.5859, 58.74, 54.40
66, 0.5857, 58.74, 54.40
67, 0.5855, 58.74, 54.40
68, 0.5853, 58.74, 54.50
69, 0.5851, 58.74, 54.50
70, 0.5850, 58.74, 54.60
71, 0.5848, 58.74, 54.60
72, 0.5846, 58.69, 54.60
73, 0.5845, 58.69, 54.60
74, 0.5843, 58.69, 54.60
75, 0.5842, 58.69, 54.70
76, 0.5840, 58.69, 54.70
77, 0.5839, 58.74, 54.70
78, 0.5837, 58.74, 54.60
79, 0.5836, 58.74, 54.60
80, 0.5834, 58.86, 54.50
81, 0.5833, 58.86, 54.50
82, 0.5832, 58.86, 54.50
83, 0.5830, 58.86, 54.40
84, 0.5829, 58.80, 54.40
85, 0.5828, 58.74, 54.40
86, 0.5826, 58.80, 54.40
87, 0.5825, 58.80, 54.30
88, 0.5824, 58.80, 54.20
89, 0.5823, 58.86, 54.20
90, 0.5822, 58.86, 54.20
91, 0.5820, 58.86, 54.20
92, 0.5819, 58.86, 54.30
93, 0.5818, 58.86, 54.30
94, 0.5817, 58.86, 54.30
95, 0.5816, 58.86, 54.40
96, 0.5815, 58.91, 54.30
97, 0.5814, 58.86, 54.20
98, 0.5813, 58.86, 54.20
99, 0.5811, 58.86, 54.10
100, 0.5810, 58.86, 54.10

