
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-10-10
Learning rate: 1.0
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 9.2313, 19.89, 20.90
2, 9.0038, 19.60, 21.00
3, 9.0244, 10.97, 12.20
4, 9.0075, 9.66, 11.30
5, 9.0049, 18.80, 19.60
6, 8.9779, 14.51, 15.60
7, 8.9980, 11.14, 12.60
8, 8.9972, 11.49, 13.00
9, 8.9990, 10.17, 11.70
10, 8.9993, 11.37, 13.00
11, 9.1194, 12.86, 14.70
12, 9.4599, 13.54, 14.80
13, 9.4575, 13.71, 14.90
14, 9.4586, 13.60, 14.30
15, 9.4550, 16.80, 18.30
16, 9.4543, 16.91, 18.40
17, 9.4615, 10.80, 12.50
18, 9.0004, 10.86, 12.50
19, 8.9983, 10.57, 12.20
20, 8.9992, 10.17, 12.10
21, 8.9990, 9.77, 11.70
22, 8.9994, 10.11, 12.10
23, 8.9998, 10.23, 12.10
24, 8.9975, 10.34, 12.20
25, 8.9989, 10.46, 12.20
26, 8.9987, 10.57, 12.30
27, 8.9993, 10.51, 12.30
28, 8.9985, 11.37, 13.00
29, 8.9987, 12.74, 14.90
30, 8.9958, 14.00, 15.70
31, 9.0039, 16.80, 17.60
32, 8.9959, 12.80, 14.80
33, 9.0000, 12.80, 14.80
34, 9.0000, 12.80, 14.80
35, 9.0000, 12.80, 14.80
36, 9.0000, 12.80, 14.80
37, 9.0000, 12.80, 14.80
38, 9.0000, 12.80, 14.80
39, 9.0000, 12.80, 14.80
40, 9.0000, 12.80, 14.80
41, 9.0000, 12.80, 14.80
42, 9.0000, 12.80, 14.80
43, 9.0000, 12.80, 14.80
44, 9.0000, 12.80, 14.80
45, 9.0000, 12.80, 14.80
46, 9.0000, 12.80, 14.80
47, 9.0000, 12.80, 14.80
48, 9.0000, 12.80, 14.80
49, 9.0000, 12.80, 14.80
50, 9.0000, 12.80, 14.80
51, 9.0000, 12.80, 14.80
52, 9.0000, 12.80, 14.80
53, 9.0000, 12.80, 14.80
54, 9.0000, 12.80, 14.80
55, 8.9968, 13.20, 15.20
56, 8.9962, 13.31, 15.30
57, 8.9958, 10.57, 12.50
58, 8.9973, 9.37, 11.10
59, 8.9999, 9.37, 11.10
60, 8.9994, 9.37, 11.10
61, 8.9996, 9.37, 11.10
62, 9.0000, 9.37, 11.10
63, 9.0000, 9.37, 11.10
64, 9.0000, 9.37, 11.10
65, 9.0000, 9.37, 11.10
66, 9.0000, 9.37, 11.10
67, 9.0000, 9.37, 11.10
68, 9.0000, 9.37, 11.10
69, 9.0000, 9.37, 11.10
70, 9.0000, 9.37, 11.10
71, 9.0000, 9.37, 11.10
72, 9.0000, 9.37, 11.10
73, 9.0000, 9.37, 11.10
74, 9.0000, 9.37, 11.10
75, 9.0000, 9.37, 11.10
76, 9.0000, 9.37, 11.10
77, 9.0000, 9.37, 11.10
78, 9.0000, 9.37, 11.10
79, 8.9998, 9.37, 11.10
80, 8.9999, 9.37, 11.10
81, 8.9994, 9.37, 11.10
82, 8.9995, 9.37, 11.10
83, 9.0000, 9.37, 11.10
84, 9.0000, 9.37, 11.10
85, 9.0000, 9.37, 11.10
86, 9.0000, 9.37, 11.10
87, 9.0000, 9.37, 11.10
88, 9.0000, 9.37, 11.10
89, 9.0000, 9.37, 11.10
90, 9.0000, 9.37, 11.10
91, 9.0000, 9.37, 11.10
92, 9.0000, 9.37, 11.10
93, 8.9999, 9.37, 11.10
94, 8.9995, 9.37, 11.10
95, 9.0000, 9.37, 11.10
96, 8.9999, 9.37, 11.10
97, 8.9995, 9.37, 11.10
98, 9.0000, 9.37, 11.10
99, 8.9999, 9.37, 11.10
100, 8.9995, 9.37, 11.10

