
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-30-10
Learning rate: 0.5
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.6142, 88.11, 85.90
2, 0.2633, 91.71, 88.70
3, 0.1827, 93.83, 90.70
4, 0.1478, 94.46, 92.30
5, 0.1263, 95.37, 93.00
6, 0.1108, 95.66, 93.50
7, 0.0991, 95.94, 93.50
8, 0.0900, 96.23, 93.50
9, 0.0827, 96.46, 94.00
10, 0.0766, 96.63, 93.80
11, 0.0713, 96.97, 94.10
12, 0.0666, 97.09, 94.00
13, 0.0623, 97.31, 94.30
14, 0.0582, 97.49, 94.20
15, 0.0543, 97.66, 94.40
16, 0.0507, 97.71, 94.50
17, 0.0475, 97.71, 94.60
18, 0.0446, 97.94, 94.60
19, 0.0420, 98.00, 94.50
20, 0.0396, 98.06, 94.50
21, 0.0374, 98.29, 94.50
22, 0.0355, 98.34, 94.50
23, 0.0337, 98.40, 94.60
24, 0.0321, 98.40, 94.50
25, 0.0307, 98.40, 94.60
26, 0.0295, 98.40, 94.70
27, 0.0283, 98.46, 94.70
28, 0.0273, 98.46, 94.70
29, 0.0264, 98.63, 94.70
30, 0.0255, 98.63, 94.70
31, 0.0247, 98.63, 94.80
32, 0.0239, 98.69, 94.60
33, 0.0232, 98.74, 94.60
34, 0.0225, 98.74, 94.60
35, 0.0219, 98.80, 94.60
36, 0.0213, 98.86, 94.60
37, 0.0208, 98.86, 94.60
38, 0.0201, 98.86, 94.60
39, 0.0195, 98.91, 94.60
40, 0.0190, 98.91, 94.60
41, 0.0185, 98.91, 94.70
42, 0.0181, 98.91, 94.80
43, 0.0177, 98.91, 94.80
44, 0.0173, 98.91, 95.00
45, 0.0170, 98.91, 95.00
46, 0.0167, 98.97, 95.00
47, 0.0164, 98.97, 95.00
48, 0.0161, 98.97, 95.10
49, 0.0158, 98.97, 95.10
50, 0.0154, 98.97, 95.20
51, 0.0152, 98.97, 95.20
52, 0.0150, 98.97, 95.20
53, 0.0148, 98.97, 95.10
54, 0.0146, 98.97, 95.10
55, 0.0145, 98.97, 95.10
56, 0.0143, 98.97, 95.10
57, 0.0142, 98.97, 95.10
58, 0.0141, 99.03, 95.10
59, 0.0139, 99.03, 95.10
60, 0.0138, 99.03, 95.20
61, 0.0137, 99.03, 95.20
62, 0.0135, 99.03, 95.20
63, 0.0133, 99.03, 95.20
64, 0.0132, 99.03, 95.20
65, 0.0131, 99.03, 95.20
66, 0.0130, 99.03, 95.20
67, 0.0129, 99.03, 95.20
68, 0.0128, 99.03, 95.20
69, 0.0127, 99.03, 95.20
70, 0.0126, 99.03, 95.20
71, 0.0126, 99.03, 95.20
72, 0.0125, 99.03, 95.10
73, 0.0124, 99.03, 95.10
74, 0.0124, 99.03, 95.10
75, 0.0123, 99.03, 95.10
76, 0.0123, 99.09, 95.10
77, 0.0122, 99.09, 95.10
78, 0.0122, 99.09, 95.10
79, 0.0121, 99.09, 95.10
80, 0.0120, 99.09, 95.10
81, 0.0119, 99.09, 95.00
82, 0.0118, 99.09, 95.00
83, 0.0117, 99.09, 94.90
84, 0.0117, 99.09, 94.90
85, 0.0116, 99.09, 94.90
86, 0.0115, 99.14, 94.90
87, 0.0115, 99.14, 95.00
88, 0.0114, 99.14, 95.00
89, 0.0111, 99.14, 95.00
90, 0.0110, 99.14, 95.00
91, 0.0109, 99.20, 95.00
92, 0.0108, 99.20, 95.00
93, 0.0108, 99.20, 95.00
94, 0.0107, 99.20, 95.00
95, 0.0105, 99.20, 95.00
96, 0.0104, 99.20, 95.00
97, 0.0103, 99.20, 95.00
98, 0.0102, 99.20, 95.00
99, 0.0102, 99.20, 95.00
100, 0.0101, 99.20, 95.00

