
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-15-10
Learning rate: 0.5
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 8.1415, 18.40, 18.00
2, 8.5647, 27.26, 27.40
3, 8.8112, 28.29, 29.00
4, 8.6554, 33.03, 32.50
5, 8.6257, 16.80, 15.80
6, 8.6999, 14.34, 12.30
7, 8.7295, 12.17, 9.70
8, 8.8492, 17.26, 13.30
9, 8.6700, 11.66, 9.90
10, 8.6600, 17.43, 12.60
11, 8.7739, 13.09, 11.30
12, 8.7996, 11.03, 9.10
13, 8.8908, 17.20, 13.40
14, 8.8374, 19.14, 15.70
15, 8.6846, 11.60, 9.30
16, 8.7042, 14.40, 11.20
17, 8.7681, 18.00, 15.60
18, 8.7561, 12.51, 10.10
19, 8.9044, 21.03, 16.10
20, 8.8731, 20.46, 16.20
21, 8.8077, 22.46, 18.60
22, 8.7424, 14.23, 12.10
23, 8.7691, 25.26, 20.50
24, 8.8830, 22.86, 19.60
25, 8.7719, 24.29, 20.90
26, 8.8708, 21.77, 20.10
27, 8.8408, 19.26, 16.80
28, 8.8084, 16.63, 13.60
29, 8.8225, 20.80, 19.50
30, 8.7728, 22.86, 21.90
31, 8.8011, 21.09, 20.70
32, 8.8186, 21.20, 20.60
33, 8.8214, 12.29, 14.00
34, 8.8558, 13.20, 14.50
35, 8.8353, 19.20, 17.90
36, 8.7832, 13.14, 14.90
37, 8.8230, 19.03, 19.20
38, 8.8700, 23.54, 23.10
39, 8.9573, 24.91, 24.20
40, 8.8887, 18.74, 17.50
41, 8.8802, 31.03, 28.30
42, 8.7948, 28.34, 26.00
43, 8.8872, 18.40, 19.20
44, 8.8054, 12.91, 11.70
45, 8.8353, 28.80, 26.80
46, 8.7900, 13.66, 15.70
47, 8.8400, 13.09, 15.50
48, 8.7688, 31.26, 29.90
49, 8.9022, 27.54, 26.80
50, 8.9251, 21.66, 21.90
51, 8.8934, 20.91, 20.00
52, 8.8554, 23.26, 22.50
53, 8.8766, 29.20, 25.10
54, 8.8875, 30.57, 26.40
55, 8.8675, 22.23, 21.20
56, 8.8356, 24.69, 22.20
57, 8.8629, 25.94, 24.00
58, 8.8289, 27.66, 25.00
59, 8.7771, 23.49, 23.70
60, 8.7799, 24.00, 24.40
61, 8.7500, 23.77, 23.40
62, 8.9261, 28.06, 26.20
63, 8.9544, 30.46, 27.80
64, 8.9689, 30.00, 27.90
65, 8.9591, 30.69, 27.60
66, 8.9353, 28.69, 25.50
67, 8.9436, 25.71, 20.60
68, 8.9362, 21.66, 18.30
69, 8.8874, 18.57, 14.60
70, 8.9244, 18.69, 14.10
71, 8.8956, 18.46, 13.80
72, 8.8692, 18.86, 15.30
73, 8.8669, 17.94, 13.70
74, 8.8226, 17.77, 13.60
75, 8.8674, 17.94, 13.50
76, 8.8479, 17.37, 13.50
77, 8.9195, 18.00, 14.30
78, 8.9217, 18.29, 14.10
79, 8.8400, 16.40, 12.10
80, 8.7817, 20.00, 14.90
81, 8.9761, 19.26, 15.00
82, 8.9702, 19.89, 15.00
83, 8.9679, 19.60, 14.80
84, 8.9561, 19.26, 15.40
85, 8.9550, 19.31, 15.50
86, 8.9505, 19.54, 15.40
87, 8.9461, 19.83, 15.50
88, 8.9558, 19.49, 15.50
89, 8.9259, 19.43, 15.00
90, 8.9428, 19.31, 14.90
91, 8.9450, 19.49, 15.30
92, 8.9347, 19.43, 15.40
93, 8.9459, 19.60, 15.20
94, 8.9733, 19.43, 14.80
95, 8.9767, 19.14, 15.50
96, 8.9465, 13.43, 11.10
97, 8.9349, 15.31, 13.90
98, 8.9679, 14.40, 12.50
99, 8.9472, 17.09, 16.10
100, 8.9339, 15.60, 14.80

