
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-15-10
Learning rate: 1.0
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.5461, 89.43, 89.50
2, 0.2081, 93.03, 91.10
3, 0.1474, 94.06, 91.60
4, 0.1173, 95.14, 92.10
5, 0.0957, 95.71, 93.20
6, 0.0810, 96.34, 93.40
7, 0.0711, 96.97, 93.40
8, 0.0627, 97.37, 93.50
9, 0.0567, 97.54, 93.90
10, 0.0513, 97.77, 93.80
11, 0.0468, 98.00, 93.80
12, 0.0436, 98.06, 93.70
13, 0.0403, 97.94, 93.90
14, 0.0375, 97.94, 93.70
15, 0.0350, 97.89, 93.60
16, 0.0325, 97.71, 93.70
17, 0.0307, 97.94, 94.00
18, 0.0293, 98.11, 94.20
19, 0.0274, 98.23, 94.00
20, 0.0263, 98.40, 94.10
21, 0.0252, 98.46, 94.10
22, 0.0242, 98.46, 94.20
23, 0.0232, 98.46, 94.20
24, 0.0222, 98.46, 94.20
25, 0.0212, 98.63, 94.30
26, 0.0203, 98.74, 94.40
27, 0.0196, 98.74, 94.10
28, 0.0191, 98.74, 94.00
29, 0.0186, 98.74, 94.10
30, 0.0183, 98.91, 93.90
31, 0.0182, 98.91, 94.00
32, 0.0179, 98.91, 94.10
33, 0.0172, 98.91, 94.20
34, 0.0167, 98.91, 94.30
35, 0.0165, 98.86, 94.30
36, 0.0159, 98.91, 94.40
37, 0.0156, 98.97, 94.40
38, 0.0153, 98.97, 94.30
39, 0.0151, 98.97, 94.30
40, 0.0149, 98.97, 94.40
41, 0.0147, 99.03, 94.30
42, 0.0144, 99.03, 94.30
43, 0.0142, 99.03, 94.10
44, 0.0140, 99.03, 94.00
45, 0.0138, 99.03, 94.10
46, 0.0136, 99.03, 94.10
47, 0.0134, 99.03, 94.10
48, 0.0132, 99.03, 94.10
49, 0.0131, 99.03, 94.10
50, 0.0129, 99.03, 94.10
51, 0.0128, 99.03, 94.10
52, 0.0127, 99.03, 94.10
53, 0.0126, 99.03, 94.10
54, 0.0126, 99.03, 94.00
55, 0.0125, 99.03, 94.00
56, 0.0124, 99.03, 94.10
57, 0.0123, 99.03, 94.10
58, 0.0123, 99.03, 94.00
59, 0.0122, 99.03, 94.00
60, 0.0122, 99.03, 94.00
61, 0.0121, 99.03, 94.00
62, 0.0121, 99.03, 94.00
63, 0.0120, 99.03, 93.90
64, 0.0120, 99.03, 93.80
65, 0.0119, 99.03, 93.90
66, 0.0119, 99.03, 93.90
67, 0.0118, 99.03, 94.00
68, 0.0118, 99.03, 94.00
69, 0.0118, 99.03, 94.00
70, 0.0117, 99.03, 94.10
71, 0.0117, 99.03, 94.10
72, 0.0117, 99.03, 94.10
73, 0.0116, 99.03, 94.10
74, 0.0116, 99.03, 94.10
75, 0.0116, 99.03, 94.10
76, 0.0115, 99.03, 94.10
77, 0.0115, 99.09, 94.00
78, 0.0115, 99.09, 93.80
79, 0.0114, 99.09, 93.80
80, 0.0110, 99.09, 93.80
81, 0.0109, 99.09, 93.80
82, 0.0109, 99.09, 93.90
83, 0.0108, 99.09, 93.90
84, 0.0108, 99.09, 93.90
85, 0.0108, 99.09, 93.90
86, 0.0107, 99.14, 93.80
87, 0.0107, 99.14, 93.80
88, 0.0107, 99.14, 93.80
89, 0.0106, 99.14, 93.70
90, 0.0106, 99.14, 93.80
91, 0.0105, 99.14, 93.80
92, 0.0105, 99.14, 93.80
93, 0.0104, 99.14, 93.80
94, 0.0103, 99.14, 93.80
95, 0.0103, 99.14, 93.80
96, 0.0102, 99.14, 93.80
97, 0.0102, 99.14, 93.80
98, 0.0102, 99.14, 93.80
99, 0.0102, 99.14, 93.90
100, 0.0101, 99.14, 93.90

