
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-20-10
Learning rate: 1.0
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 10.9908, 10.86, 12.80
2, 10.1535, 10.00, 10.40
3, 10.2595, 9.49, 10.00
4, 10.2040, 9.94, 10.20
5, 10.0750, 11.60, 12.70
6, 10.2022, 11.54, 12.50
7, 9.8782, 11.66, 12.30
8, 10.8227, 10.40, 10.10
9, 11.0283, 11.20, 10.80
10, 10.9147, 11.49, 11.00
11, 10.6023, 11.49, 11.00
12, 10.6023, 11.49, 11.00
13, 10.6023, 11.49, 11.00
14, 10.6023, 11.49, 11.00
15, 10.6023, 11.49, 11.00
16, 10.6023, 11.49, 11.00
17, 10.3949, 11.43, 10.80
18, 10.2229, 11.43, 10.80
19, 10.2229, 11.43, 10.80
20, 10.2229, 11.43, 10.80
21, 10.2229, 11.43, 10.80
22, 10.2229, 11.43, 10.80
23, 10.2229, 11.43, 10.80
24, 10.2229, 11.43, 10.80
25, 10.2229, 11.43, 10.80
26, 10.2229, 11.43, 10.80
27, 10.2229, 11.43, 10.80
28, 10.2229, 11.43, 10.80
29, 10.2229, 11.43, 10.80
30, 10.2229, 11.43, 10.80
31, 10.2229, 11.43, 10.80
32, 10.2229, 11.43, 10.80
33, 10.2229, 11.43, 10.80
34, 10.2229, 11.43, 10.80
35, 10.2229, 11.43, 10.80
36, 10.2229, 11.43, 10.80
37, 10.2229, 11.43, 10.80
38, 10.2229, 11.43, 10.80
39, 10.2229, 11.43, 10.80
40, 10.2229, 11.43, 10.80
41, 10.2229, 11.43, 10.80
42, 10.2229, 11.43, 10.80
43, 10.2229, 11.43, 10.80
44, 10.2229, 11.43, 10.80
45, 10.2229, 11.43, 10.80
46, 10.2229, 11.43, 10.80
47, 10.2229, 11.43, 10.80
48, 10.2229, 11.43, 10.80
49, 10.2229, 11.43, 10.80
50, 10.2229, 11.43, 10.80
51, 10.2229, 11.43, 10.80
52, 10.2229, 11.43, 10.80
53, 10.2229, 11.43, 10.80
54, 10.2229, 11.43, 10.80
55, 10.2229, 11.43, 10.80
56, 10.2229, 11.43, 10.80
57, 10.2229, 11.43, 10.80
58, 10.2229, 11.43, 10.80
59, 10.2229, 11.43, 10.80
60, 10.2229, 11.43, 10.80
61, 10.2229, 11.43, 10.80
62, 10.2229, 11.43, 10.80
63, 10.2229, 11.43, 10.80
64, 10.2229, 11.43, 10.80
65, 10.2229, 11.43, 10.80
66, 10.2229, 11.43, 10.80
67, 10.2229, 11.43, 10.80
68, 10.2229, 11.43, 10.80
69, 10.2229, 11.43, 10.80
70, 10.2229, 11.43, 10.80
71, 10.2229, 11.43, 10.80
72, 10.2229, 11.43, 10.80
73, 10.2229, 11.43, 10.80
74, 10.2229, 11.43, 10.80
75, 10.2229, 11.43, 10.80
76, 10.2229, 11.43, 10.80
77, 10.2229, 11.43, 10.80
78, 10.2229, 11.43, 10.80
79, 10.2229, 11.43, 10.80
80, 10.2229, 11.43, 10.80
81, 10.2229, 11.43, 10.80
82, 10.2229, 11.43, 10.80
83, 10.2229, 11.43, 10.80
84, 10.2229, 11.43, 10.80
85, 10.2229, 11.43, 10.80
86, 10.2229, 11.43, 10.80
87, 10.2229, 11.43, 10.80
88, 10.2229, 11.43, 10.80
89, 10.2229, 11.43, 10.80
90, 10.2229, 11.43, 10.80
91, 10.2229, 11.43, 10.80
92, 10.2229, 11.43, 10.80
93, 10.2229, 11.43, 10.70
94, 10.2229, 11.43, 10.70
95, 10.2229, 11.43, 10.70
96, 10.2228, 11.43, 10.60
97, 10.2228, 11.43, 10.60
98, 10.2060, 11.43, 11.50
99, 10.2229, 11.43, 11.50
100, 10.2229, 11.43, 11.50

