
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-5-10
Learning rate: 0.01
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.9309, 41.54, 41.20
2, 0.7321, 54.06, 53.30
3, 0.6915, 61.94, 58.80
4, 0.6624, 65.26, 63.70
5, 0.6409, 67.89, 65.40
6, 0.6245, 68.23, 65.40
7, 0.6113, 67.43, 65.60
8, 0.6005, 66.69, 63.90
9, 0.5915, 65.94, 63.50
10, 0.5839, 65.43, 63.00
11, 0.5774, 65.60, 62.50
12, 0.5717, 65.49, 62.60
13, 0.5669, 65.89, 62.80
14, 0.5628, 66.74, 62.90
15, 0.5593, 67.14, 63.30
16, 0.5562, 67.26, 63.90
17, 0.5536, 67.54, 64.20
18, 0.5513, 67.66, 64.20
19, 0.5492, 67.83, 64.70
20, 0.5473, 68.11, 64.70
21, 0.5455, 68.06, 64.80
22, 0.5437, 68.29, 64.90
23, 0.5419, 68.63, 65.20
24, 0.5398, 68.69, 65.70
25, 0.5376, 68.80, 65.90
26, 0.5352, 68.74, 65.80
27, 0.5326, 68.97, 66.00
28, 0.5300, 68.91, 66.40
29, 0.5274, 69.26, 66.50
30, 0.5251, 69.20, 66.50
31, 0.5230, 69.26, 66.20
32, 0.5210, 68.91, 66.50
33, 0.5193, 68.74, 65.90
34, 0.5177, 68.17, 65.90
35, 0.5163, 67.54, 65.20
36, 0.5149, 65.89, 62.80
37, 0.5136, 64.57, 61.60
38, 0.5122, 63.49, 60.30
39, 0.5109, 62.51, 59.30
40, 0.5095, 60.74, 57.60
41, 0.5081, 59.49, 55.80
42, 0.5066, 58.69, 54.70
43, 0.5051, 58.23, 54.40
44, 0.5036, 58.23, 54.10
45, 0.5021, 58.23, 54.10
46, 0.5008, 58.29, 54.10
47, 0.4995, 58.51, 54.00
48, 0.4983, 58.74, 54.10
49, 0.4972, 58.86, 54.20
50, 0.4962, 58.91, 54.30
51, 0.4952, 59.03, 54.40
52, 0.4944, 59.03, 54.60
53, 0.4936, 59.03, 54.60
54, 0.4929, 59.09, 54.60
55, 0.4922, 59.14, 54.60
56, 0.4916, 59.26, 54.60
57, 0.4910, 59.31, 54.60
58, 0.4905, 59.37, 54.70
59, 0.4900, 59.49, 54.70
60, 0.4895, 59.54, 54.70
61, 0.4890, 59.60, 54.80
62, 0.4886, 59.66, 54.80
63, 0.4882, 59.71, 54.80
64, 0.4878, 59.89, 54.80
65, 0.4874, 59.89, 54.80
66, 0.4870, 59.89, 54.90
67, 0.4867, 59.89, 54.90
68, 0.4864, 60.00, 54.90
69, 0.4860, 60.00, 54.90
70, 0.4857, 60.00, 54.90
71, 0.4854, 60.00, 54.90
72, 0.4852, 60.06, 54.90
73, 0.4849, 60.06, 54.90
74, 0.4846, 60.06, 54.90
75, 0.4843, 60.06, 54.90
76, 0.4841, 60.06, 54.90
77, 0.4838, 60.00, 54.80
78, 0.4836, 60.00, 54.80
79, 0.4834, 60.06, 54.80
80, 0.4831, 60.06, 54.80
81, 0.4829, 60.06, 54.80
82, 0.4827, 60.06, 54.80
83, 0.4825, 60.06, 54.80
84, 0.4823, 60.06, 54.80
85, 0.4821, 60.06, 54.70
86, 0.4819, 60.06, 54.70
87, 0.4817, 60.06, 54.70
88, 0.4815, 60.17, 54.70
89, 0.4813, 60.23, 54.60
90, 0.4811, 60.29, 54.60
91, 0.4810, 60.34, 54.70
92, 0.4808, 60.40, 54.70
93, 0.4806, 60.40, 54.60
94, 0.4804, 60.46, 54.60
95, 0.4803, 60.46, 54.50
96, 0.4801, 60.51, 54.50
97, 0.4800, 60.51, 54.50
98, 0.4798, 60.51, 54.50
99, 0.4796, 60.57, 54.50
100, 0.4795, 60.57, 54.50

