
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-30-10
Learning rate: 0.01
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 1.0693, 19.26, 18.80
2, 0.8890, 23.71, 22.40
3, 0.8802, 30.80, 28.20
4, 0.8707, 35.14, 32.10
5, 0.8597, 38.74, 35.90
6, 0.8470, 42.29, 38.50
7, 0.8324, 45.20, 41.00
8, 0.8156, 47.09, 43.70
9, 0.7968, 49.49, 44.70
10, 0.7765, 51.49, 47.30
11, 0.7553, 54.17, 50.20
12, 0.7337, 56.69, 54.00
13, 0.7122, 59.26, 56.40
14, 0.6910, 61.49, 58.60
15, 0.6701, 63.49, 60.60
16, 0.6495, 66.23, 63.30
17, 0.6292, 68.91, 65.50
18, 0.6093, 71.31, 67.80
19, 0.5897, 73.89, 70.70
20, 0.5706, 75.66, 71.50
21, 0.5519, 77.31, 73.50
22, 0.5337, 78.17, 75.30
23, 0.5162, 79.26, 76.80
24, 0.4994, 79.89, 78.30
25, 0.4833, 80.80, 79.40
26, 0.4681, 81.83, 80.10
27, 0.4535, 82.69, 80.70
28, 0.4398, 83.14, 81.60
29, 0.4268, 83.43, 81.90
30, 0.4145, 84.11, 82.40
31, 0.4029, 84.63, 82.90
32, 0.3919, 85.09, 83.50
33, 0.3815, 85.54, 83.80
34, 0.3716, 86.51, 84.20
35, 0.3623, 86.69, 84.20
36, 0.3534, 86.86, 84.40
37, 0.3450, 87.20, 84.60
38, 0.3370, 87.43, 84.90
39, 0.3295, 87.43, 85.30
40, 0.3223, 87.71, 85.40
41, 0.3154, 87.83, 85.60
42, 0.3090, 88.06, 85.80
43, 0.3028, 88.29, 86.00
44, 0.2969, 88.46, 86.30
45, 0.2913, 88.69, 86.50
46, 0.2859, 88.74, 86.60
47, 0.2808, 88.80, 86.70
48, 0.2760, 89.03, 86.90
49, 0.2713, 89.37, 87.00
50, 0.2669, 89.60, 87.10
51, 0.2627, 89.66, 87.10
52, 0.2586, 90.06, 87.20
53, 0.2547, 90.29, 87.40
54, 0.2510, 90.40, 87.40
55, 0.2474, 90.46, 87.50
56, 0.2439, 90.46, 87.60
57, 0.2406, 90.46, 87.60
58, 0.2374, 90.46, 87.70
59, 0.2344, 90.57, 88.00
60, 0.2314, 90.80, 88.10
61, 0.2286, 90.91, 88.10
62, 0.2258, 91.03, 88.20
63, 0.2232, 91.14, 88.30
64, 0.2206, 91.20, 88.20
65, 0.2182, 91.37, 88.20
66, 0.2158, 91.37, 88.40
67, 0.2134, 91.43, 88.60
68, 0.2112, 91.43, 88.70
69, 0.2090, 91.43, 88.70
70, 0.2069, 91.37, 88.80
71, 0.2048, 91.37, 89.00
72, 0.2028, 91.37, 89.00
73, 0.2009, 91.43, 89.00
74, 0.1990, 91.54, 89.00
75, 0.1971, 91.66, 89.00
76, 0.1954, 91.66, 89.00
77, 0.1936, 91.66, 89.00
78, 0.1919, 91.83, 89.00
79, 0.1902, 91.89, 88.90
80, 0.1886, 92.00, 88.90
81, 0.1870, 92.06, 89.00
82, 0.1855, 92.29, 89.00
83, 0.1839, 92.29, 89.10
84, 0.1825, 92.46, 89.20
85, 0.1810, 92.63, 89.20
86, 0.1796, 92.74, 89.20
87, 0.1782, 92.74, 89.30
88, 0.1768, 92.80, 89.30
89, 0.1754, 92.91, 89.40
90, 0.1741, 93.03, 89.40
91, 0.1728, 93.03, 89.60
92, 0.1715, 93.09, 89.60
93, 0.1703, 93.09, 89.70
94, 0.1690, 93.14, 89.80
95, 0.1678, 93.20, 89.90
96, 0.1666, 93.14, 90.00
97, 0.1654, 93.20, 90.00
98, 0.1642, 93.20, 90.00
99, 0.1631, 93.37, 90.00
100, 0.1620, 93.43, 90.10

