
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-25-10
Learning rate: 1.0
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.5239, 86.00, 84.50
2, 0.1987, 92.40, 89.20
3, 0.1359, 94.57, 89.70
4, 0.1064, 95.26, 90.10
5, 0.0886, 96.23, 90.50
6, 0.0762, 96.69, 90.90
7, 0.0667, 97.20, 91.50
8, 0.0586, 97.66, 91.60
9, 0.0517, 98.00, 91.90
10, 0.0455, 98.11, 91.40
11, 0.0402, 97.83, 91.00
12, 0.0360, 97.83, 91.20
13, 0.0317, 98.29, 91.60
14, 0.0289, 98.34, 91.80
15, 0.0265, 98.34, 91.80
16, 0.0246, 98.34, 92.10
17, 0.0229, 98.34, 92.10
18, 0.0216, 98.51, 92.20
19, 0.0203, 98.57, 92.40
20, 0.0190, 98.80, 92.40
21, 0.0180, 98.80, 92.60
22, 0.0172, 98.97, 92.80
23, 0.0165, 99.03, 92.80
24, 0.0159, 99.03, 92.80
25, 0.0154, 99.03, 92.80
26, 0.0150, 99.03, 92.80
27, 0.0147, 99.03, 92.60
28, 0.0144, 99.03, 92.60
29, 0.0141, 99.09, 92.60
30, 0.0138, 99.09, 92.60
31, 0.0135, 99.09, 92.50
32, 0.0132, 99.14, 92.50
33, 0.0130, 99.14, 92.50
34, 0.0127, 99.14, 92.30
35, 0.0125, 99.14, 92.30
36, 0.0123, 99.14, 92.40
37, 0.0119, 99.14, 92.20
38, 0.0115, 99.14, 92.10
39, 0.0112, 99.20, 92.20
40, 0.0109, 99.20, 92.20
41, 0.0107, 99.20, 92.20
42, 0.0106, 99.20, 92.20
43, 0.0104, 99.20, 92.20
44, 0.0103, 99.20, 92.20
45, 0.0102, 99.20, 92.20
46, 0.0100, 99.20, 92.20
47, 0.0099, 99.20, 92.20
48, 0.0098, 99.20, 92.20
49, 0.0097, 99.20, 92.20
50, 0.0096, 99.20, 92.10
51, 0.0095, 99.20, 92.10
52, 0.0094, 99.20, 92.10
53, 0.0094, 99.20, 92.10
54, 0.0093, 99.20, 92.10
55, 0.0093, 99.20, 92.00
56, 0.0093, 99.20, 92.00
57, 0.0092, 99.20, 92.00
58, 0.0092, 99.20, 92.00
59, 0.0091, 99.20, 92.00
60, 0.0091, 99.20, 92.00
61, 0.0091, 99.20, 92.00
62, 0.0090, 99.20, 92.00
63, 0.0090, 99.20, 92.00
64, 0.0090, 99.20, 92.00
65, 0.0090, 99.20, 92.00
66, 0.0089, 99.26, 92.00
67, 0.0089, 99.26, 92.00
68, 0.0089, 99.26, 92.10
69, 0.0089, 99.26, 92.10
70, 0.0088, 99.26, 92.10
71, 0.0087, 99.26, 92.00
72, 0.0085, 99.26, 92.20
73, 0.0084, 99.26, 92.20
74, 0.0084, 99.26, 92.20
75, 0.0083, 99.26, 92.10
76, 0.0083, 99.26, 92.10
77, 0.0083, 99.26, 92.30
78, 0.0083, 99.26, 92.30
79, 0.0082, 99.26, 92.30
80, 0.0082, 99.26, 92.20
81, 0.0082, 99.26, 92.20
82, 0.0082, 99.26, 92.10
83, 0.0082, 99.26, 92.10
84, 0.0081, 99.26, 92.10
85, 0.0081, 99.26, 92.10
86, 0.0081, 99.26, 92.10
87, 0.0081, 99.26, 92.10
88, 0.0081, 99.26, 92.10
89, 0.0081, 99.26, 92.10
90, 0.0081, 99.26, 92.10
91, 0.0081, 99.26, 92.10
92, 0.0080, 99.26, 92.10
93, 0.0080, 99.26, 92.10
94, 0.0080, 99.26, 92.10
95, 0.0080, 99.26, 92.10
96, 0.0080, 99.26, 92.10
97, 0.0080, 99.26, 92.00
98, 0.0080, 99.26, 92.00
99, 0.0080, 99.26, 92.00
100, 0.0080, 99.26, 92.00

