
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-15-10
Learning rate: 0.01
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 1.2444, 14.29, 15.50
2, 0.8939, 17.37, 19.00
3, 0.8870, 21.60, 23.10
4, 0.8817, 26.23, 27.30
5, 0.8761, 30.57, 32.00
6, 0.8698, 34.34, 35.50
7, 0.8627, 37.83, 39.10
8, 0.8546, 39.94, 40.70
9, 0.8454, 42.23, 43.30
10, 0.8350, 44.00, 45.40
11, 0.8235, 45.89, 47.10
12, 0.8107, 47.89, 48.80
13, 0.7968, 49.77, 50.70
14, 0.7818, 51.66, 52.40
15, 0.7657, 53.94, 54.20
16, 0.7488, 56.51, 56.60
17, 0.7311, 58.11, 58.10
18, 0.7128, 60.57, 58.90
19, 0.6942, 63.43, 61.90
20, 0.6755, 66.11, 63.60
21, 0.6567, 68.46, 66.30
22, 0.6382, 69.89, 68.40
23, 0.6200, 71.54, 70.50
24, 0.6022, 73.14, 71.60
25, 0.5849, 74.46, 73.10
26, 0.5681, 75.43, 73.80
27, 0.5520, 76.40, 74.80
28, 0.5365, 76.91, 75.70
29, 0.5216, 77.60, 75.80
30, 0.5074, 78.46, 76.90
31, 0.4937, 79.20, 78.10
32, 0.4807, 79.94, 78.70
33, 0.4682, 80.40, 79.20
34, 0.4563, 81.09, 80.00
35, 0.4449, 81.54, 80.80
36, 0.4340, 82.40, 81.40
37, 0.4236, 83.31, 81.80
38, 0.4137, 83.60, 82.00
39, 0.4041, 84.06, 82.80
40, 0.3950, 84.63, 83.30
41, 0.3862, 85.31, 83.80
42, 0.3777, 85.54, 84.10
43, 0.3696, 86.23, 84.20
44, 0.3618, 86.74, 84.50
45, 0.3543, 87.09, 84.50
46, 0.3471, 87.60, 84.80
47, 0.3401, 88.00, 85.10
48, 0.3334, 88.23, 85.20
49, 0.3270, 88.23, 85.10
50, 0.3208, 88.46, 85.20
51, 0.3148, 88.69, 85.70
52, 0.3090, 88.69, 86.10
53, 0.3035, 88.86, 86.20
54, 0.2982, 88.97, 86.30
55, 0.2931, 89.14, 86.50
56, 0.2882, 89.49, 86.60
57, 0.2835, 89.66, 86.70
58, 0.2789, 89.71, 86.90
59, 0.2746, 90.11, 87.10
60, 0.2704, 90.11, 87.50
61, 0.2663, 90.11, 87.80
62, 0.2625, 90.17, 87.80
63, 0.2587, 90.29, 87.90
64, 0.2552, 90.57, 87.90
65, 0.2517, 90.74, 87.90
66, 0.2484, 90.91, 88.00
67, 0.2452, 90.91, 87.90
68, 0.2421, 90.97, 87.80
69, 0.2391, 91.03, 87.80
70, 0.2362, 91.09, 87.80
71, 0.2334, 91.20, 87.70
72, 0.2307, 91.20, 87.70
73, 0.2281, 91.20, 87.70
74, 0.2256, 91.20, 87.80
75, 0.2231, 91.37, 87.90
76, 0.2207, 91.49, 87.90
77, 0.2184, 91.49, 87.80
78, 0.2162, 91.54, 87.80
79, 0.2140, 91.71, 87.80
80, 0.2119, 91.77, 87.90
81, 0.2099, 91.77, 88.10
82, 0.2079, 91.89, 88.30
83, 0.2060, 91.89, 88.30
84, 0.2041, 91.89, 88.40
85, 0.2022, 91.89, 88.40
86, 0.2004, 91.89, 88.40
87, 0.1987, 91.94, 88.40
88, 0.1970, 91.94, 88.30
89, 0.1953, 92.06, 88.50
90, 0.1937, 92.17, 88.50
91, 0.1921, 92.23, 88.50
92, 0.1906, 92.29, 88.50
93, 0.1891, 92.29, 88.50
94, 0.1876, 92.34, 88.50
95, 0.1862, 92.40, 88.70
96, 0.1848, 92.46, 88.80
97, 0.1834, 92.63, 88.80
98, 0.1820, 92.74, 88.90
99, 0.1807, 92.86, 89.00
100, 0.1794, 92.91, 89.00

