
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-25-10
Learning rate: 0.5
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.6331, 87.60, 85.40
2, 0.2641, 91.89, 91.30
3, 0.1812, 94.23, 92.60
4, 0.1435, 94.69, 93.30
5, 0.1212, 95.20, 93.30
6, 0.1058, 95.71, 93.20
7, 0.0943, 96.40, 93.40
8, 0.0852, 96.86, 93.70
9, 0.0778, 97.20, 94.00
10, 0.0717, 97.37, 94.50
11, 0.0665, 97.49, 94.60
12, 0.0620, 97.49, 94.90
13, 0.0580, 97.71, 94.80
14, 0.0543, 97.89, 94.80
15, 0.0508, 98.00, 94.80
16, 0.0478, 98.11, 94.80
17, 0.0450, 98.29, 95.00
18, 0.0425, 98.34, 94.90
19, 0.0401, 98.51, 94.80
20, 0.0380, 98.57, 94.90
21, 0.0360, 98.57, 94.80
22, 0.0343, 98.63, 94.90
23, 0.0326, 98.63, 94.90
24, 0.0311, 98.69, 94.80
25, 0.0296, 98.74, 94.90
26, 0.0281, 98.74, 94.80
27, 0.0269, 98.74, 94.70
28, 0.0259, 98.74, 94.90
29, 0.0249, 98.80, 95.00
30, 0.0240, 98.80, 95.10
31, 0.0232, 98.86, 95.00
32, 0.0224, 98.86, 95.00
33, 0.0216, 98.91, 95.00
34, 0.0210, 98.91, 95.00
35, 0.0204, 98.91, 94.90
36, 0.0199, 98.97, 95.20
37, 0.0193, 98.97, 95.20
38, 0.0188, 98.97, 95.30
39, 0.0183, 98.97, 95.30
40, 0.0179, 98.97, 95.20
41, 0.0175, 98.97, 95.20
42, 0.0172, 98.97, 95.20
43, 0.0169, 98.97, 95.20
44, 0.0167, 98.97, 95.10
45, 0.0164, 98.97, 95.10
46, 0.0162, 98.97, 95.10
47, 0.0160, 99.03, 95.10
48, 0.0158, 99.03, 95.20
49, 0.0157, 99.03, 95.10
50, 0.0155, 99.03, 95.10
51, 0.0154, 99.03, 95.10
52, 0.0152, 99.03, 95.10
53, 0.0151, 99.03, 95.10
54, 0.0149, 99.03, 95.10
55, 0.0147, 99.03, 95.00
56, 0.0145, 99.03, 95.00
57, 0.0143, 99.03, 95.00
58, 0.0142, 99.03, 95.00
59, 0.0141, 99.03, 95.10
60, 0.0140, 99.03, 95.10
61, 0.0139, 99.03, 95.10
62, 0.0138, 99.03, 95.20
63, 0.0137, 99.03, 95.20
64, 0.0136, 99.03, 95.20
65, 0.0135, 99.03, 95.20
66, 0.0135, 99.03, 95.20
67, 0.0134, 99.03, 95.20
68, 0.0133, 99.03, 95.10
69, 0.0133, 99.03, 95.10
70, 0.0132, 99.03, 95.10
71, 0.0132, 99.03, 95.10
72, 0.0131, 99.03, 95.00
73, 0.0131, 99.03, 95.00
74, 0.0130, 99.03, 95.00
75, 0.0130, 99.03, 94.90
76, 0.0129, 99.03, 94.90
77, 0.0129, 99.03, 94.90
78, 0.0128, 99.03, 94.80
79, 0.0128, 99.03, 94.80
80, 0.0127, 99.09, 94.80
81, 0.0127, 99.09, 94.80
82, 0.0126, 99.09, 94.80
83, 0.0124, 99.09, 94.70
84, 0.0123, 99.09, 94.70
85, 0.0122, 99.09, 94.80
86, 0.0121, 99.09, 94.70
87, 0.0120, 99.09, 94.70
88, 0.0120, 99.09, 94.70
89, 0.0120, 99.09, 94.70
90, 0.0119, 99.09, 94.70
91, 0.0119, 99.09, 94.70
92, 0.0119, 99.09, 94.70
93, 0.0118, 99.09, 94.70
94, 0.0118, 99.09, 94.70
95, 0.0118, 99.09, 94.70
96, 0.0117, 99.09, 94.70
97, 0.0117, 99.09, 94.70
98, 0.0117, 99.09, 94.70
99, 0.0117, 99.09, 94.70
100, 0.0116, 99.09, 94.70

