
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-10-10
Learning rate: 0.5
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 6.2827, 13.03, 11.40
2, 6.8207, 22.74, 23.90
3, 7.1893, 26.29, 26.40
4, 6.7559, 24.51, 22.40
5, 6.6011, 38.00, 36.80
6, 6.2157, 34.11, 32.70
7, 6.2909, 28.63, 26.20
8, 6.2781, 41.83, 40.20
9, 6.3610, 29.31, 30.30
10, 5.8759, 35.54, 35.80
11, 5.8824, 40.51, 38.90
12, 5.8590, 22.46, 21.90
13, 5.8445, 30.00, 29.10
14, 5.7125, 41.94, 40.30
15, 5.8647, 18.63, 19.60
16, 5.5789, 45.26, 44.80
17, 5.5669, 31.37, 31.70
18, 5.7799, 23.43, 21.80
19, 5.9473, 23.31, 24.20
20, 6.0729, 33.20, 29.70
21, 6.0436, 26.34, 26.40
22, 6.2874, 27.94, 27.90
23, 6.0758, 22.46, 23.20
24, 6.1802, 30.57, 27.30
25, 6.2447, 35.54, 37.00
26, 6.2599, 31.60, 33.60
27, 6.3405, 36.91, 37.90
28, 6.1921, 31.77, 31.10
29, 5.9643, 32.80, 31.90
30, 5.9825, 23.37, 21.20
31, 6.3534, 49.71, 47.50
32, 6.0326, 34.06, 30.40
33, 5.8748, 28.80, 27.30
34, 5.7133, 42.23, 38.30
35, 5.8650, 24.00, 23.70
36, 6.2297, 36.00, 34.50
37, 6.1268, 32.11, 30.50
38, 5.8850, 33.83, 32.00
39, 5.8136, 38.97, 38.10
40, 5.8487, 42.00, 38.50
41, 5.7541, 59.66, 60.40
42, 5.9418, 43.71, 43.90
43, 6.0071, 32.63, 32.00
44, 5.8512, 50.80, 49.50
45, 5.7217, 53.14, 54.30
46, 5.8116, 38.63, 36.00
47, 5.7902, 53.31, 52.20
48, 5.5036, 38.80, 37.90
49, 5.8401, 40.57, 39.00
50, 5.3910, 65.03, 61.90
51, 5.4126, 54.86, 53.40
52, 5.4948, 52.34, 51.40
53, 5.6983, 50.34, 50.90
54, 5.5917, 42.69, 41.80
55, 5.4023, 36.91, 36.90
56, 5.6077, 68.29, 66.40
57, 5.4521, 35.31, 34.70
58, 5.4775, 29.09, 29.10
59, 5.4192, 61.54, 58.10
60, 5.5028, 55.03, 54.30
61, 5.4373, 66.46, 63.50
62, 5.3455, 53.26, 50.30
63, 5.2449, 65.83, 61.40
64, 5.2949, 54.57, 52.60
65, 5.4062, 53.49, 52.80
66, 5.3444, 56.40, 55.00
67, 5.2918, 64.34, 61.30
68, 5.3649, 49.49, 46.00
69, 5.3074, 35.89, 34.50
70, 5.5081, 55.20, 52.00
71, 5.2774, 55.49, 52.40
72, 5.3766, 39.77, 36.00
73, 5.3885, 65.14, 61.80
74, 5.2670, 68.17, 65.00
75, 5.3246, 64.40, 62.60
76, 5.2570, 57.03, 54.40
77, 5.2789, 58.17, 56.40
78, 5.4296, 21.37, 21.20
79, 5.4053, 41.89, 41.00
80, 5.3024, 62.51, 60.60
81, 5.3165, 73.03, 69.50
82, 5.3253, 57.37, 55.10
83, 5.2848, 56.00, 52.80
84, 5.2447, 61.43, 58.90
85, 5.0987, 64.46, 59.60
86, 5.2892, 30.57, 32.30
87, 5.3321, 69.09, 65.50
88, 5.2778, 73.03, 68.80
89, 5.1864, 45.94, 45.60
90, 5.4182, 65.54, 62.00
91, 5.1949, 55.83, 54.50
92, 5.3757, 29.14, 29.20
93, 5.4496, 61.66, 57.40
94, 5.2741, 54.51, 52.10
95, 5.3349, 65.26, 61.30
96, 5.5035, 48.74, 46.10
97, 5.3467, 61.43, 59.60
98, 5.3193, 68.17, 64.50
99, 5.3378, 43.43, 41.90
100, 5.4784, 64.46, 61.80

