
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-20-10
Learning rate: 0.5
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 8.7707, 21.83, 18.80
2, 8.9626, 23.03, 23.30
3, 8.9264, 19.89, 20.20
4, 9.1029, 25.37, 23.20
5, 8.9977, 30.46, 27.20
6, 8.9773, 16.00, 16.70
7, 8.9354, 10.29, 10.80
8, 8.9171, 19.66, 21.10
9, 8.9019, 11.20, 11.00
10, 8.9252, 18.23, 18.40
11, 8.8719, 17.54, 18.30
12, 8.8948, 18.40, 15.80
13, 8.8580, 19.60, 20.00
14, 8.9586, 16.46, 17.00
15, 8.9569, 17.49, 17.90
16, 8.9538, 17.77, 18.20
17, 8.9669, 21.49, 21.30
18, 8.8831, 19.03, 19.30
19, 8.8675, 18.91, 19.40
20, 8.8888, 24.74, 24.60
21, 8.8829, 15.77, 16.00
22, 8.8870, 16.97, 17.10
23, 9.0111, 13.49, 14.30
24, 9.1373, 11.66, 11.90
25, 8.9393, 14.69, 15.50
26, 8.9543, 15.54, 16.00
27, 8.9613, 16.51, 16.50
28, 8.9995, 17.43, 17.40
29, 8.9682, 21.14, 21.70
30, 9.0556, 17.89, 18.30
31, 9.2882, 18.11, 18.20
32, 9.0937, 17.77, 18.80
33, 8.9746, 14.80, 15.40
34, 8.9601, 19.66, 20.80
35, 8.9689, 16.63, 16.00
36, 8.9737, 16.91, 16.80
37, 8.9841, 18.91, 19.00
38, 8.9840, 17.77, 18.60
39, 8.9892, 18.80, 19.50
40, 8.9846, 17.37, 17.90
41, 8.9924, 15.14, 15.10
42, 8.9680, 15.20, 15.70
43, 8.9997, 16.51, 16.90
44, 8.9687, 17.31, 17.40
45, 8.9551, 17.60, 17.50
46, 8.9909, 16.97, 17.00
47, 8.9848, 16.74, 16.70
48, 8.9801, 16.91, 17.10
49, 8.9758, 17.03, 17.10
50, 8.9430, 17.09, 17.00
51, 8.9984, 15.43, 16.40
52, 8.9578, 16.46, 16.90
53, 8.9658, 16.80, 17.20
54, 8.9646, 16.51, 16.80
55, 8.9720, 16.63, 17.10
56, 8.9725, 9.43, 10.30
57, 9.0098, 17.26, 17.80
58, 8.9717, 17.14, 17.70
59, 8.9686, 16.23, 17.20
60, 8.9770, 17.20, 17.70
61, 8.9905, 17.37, 18.10
62, 8.9998, 17.37, 18.10
63, 8.9992, 17.37, 18.10
64, 8.9999, 17.37, 18.20
65, 8.9951, 15.31, 15.60
66, 8.9928, 17.37, 18.10
67, 8.9966, 17.26, 17.80
68, 8.9952, 17.31, 18.10
69, 8.9976, 17.26, 18.00
70, 8.9985, 17.31, 18.10
71, 8.9978, 17.26, 18.00
72, 8.9995, 17.31, 18.10
73, 8.9993, 17.37, 18.10
74, 8.9985, 17.37, 18.10
75, 8.9979, 17.37, 18.20
76, 8.9977, 12.29, 12.30
77, 8.9966, 17.37, 18.10
78, 8.9986, 17.26, 17.80
79, 8.9900, 9.43, 10.30
80, 8.9992, 17.43, 18.10
81, 8.9728, 17.37, 18.30
82, 8.9776, 9.43, 10.30
83, 9.0087, 9.43, 10.30
84, 8.9774, 17.31, 18.10
85, 8.9928, 9.49, 10.40
86, 9.0570, 9.43, 10.40
87, 9.0212, 9.43, 10.30
88, 8.9957, 9.43, 10.30
89, 9.0254, 9.43, 10.40
90, 8.9740, 9.43, 10.30
91, 8.9979, 17.77, 18.80
92, 8.9894, 9.43, 10.30
93, 8.9905, 9.43, 10.30
94, 9.0023, 9.43, 10.30
95, 8.9880, 9.43, 10.30
96, 9.0248, 9.49, 10.40
97, 8.9957, 17.83, 18.30
98, 8.9973, 17.43, 18.30
99, 8.9946, 17.31, 18.20
100, 9.0000, 17.31, 18.20

