
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-20-10
Learning rate: 0.5
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.6445, 81.71, 80.50
2, 0.2751, 89.54, 88.20
3, 0.1901, 91.94, 90.30
4, 0.1534, 93.03, 91.20
5, 0.1306, 94.00, 92.10
6, 0.1153, 94.57, 92.30
7, 0.1041, 95.43, 92.80
8, 0.0954, 96.06, 92.80
9, 0.0884, 96.23, 92.90
10, 0.0825, 96.17, 93.20
11, 0.0774, 96.34, 93.00
12, 0.0729, 96.63, 93.30
13, 0.0687, 96.86, 93.20
14, 0.0651, 97.09, 93.20
15, 0.0619, 97.26, 93.30
16, 0.0591, 97.49, 93.30
17, 0.0564, 97.54, 93.20
18, 0.0540, 97.60, 93.20
19, 0.0516, 97.66, 93.00
20, 0.0495, 97.71, 92.90
21, 0.0474, 97.83, 92.70
22, 0.0454, 97.83, 92.70
23, 0.0436, 97.83, 92.80
24, 0.0418, 97.89, 92.80
25, 0.0402, 98.00, 93.00
26, 0.0386, 98.06, 93.10
27, 0.0372, 98.06, 93.30
28, 0.0358, 98.11, 93.40
29, 0.0346, 98.11, 93.60
30, 0.0335, 98.29, 93.70
31, 0.0325, 98.34, 93.70
32, 0.0315, 98.40, 93.70
33, 0.0306, 98.40, 93.80
34, 0.0297, 98.40, 93.80
35, 0.0289, 98.46, 94.00
36, 0.0281, 98.46, 93.90
37, 0.0274, 98.46, 93.80
38, 0.0266, 98.51, 93.90
39, 0.0259, 98.51, 94.00
40, 0.0254, 98.51, 93.90
41, 0.0249, 98.51, 93.80
42, 0.0244, 98.51, 93.80
43, 0.0238, 98.51, 93.70
44, 0.0233, 98.51, 93.80
45, 0.0229, 98.57, 93.80
46, 0.0224, 98.57, 93.80
47, 0.0220, 98.57, 93.90
48, 0.0216, 98.63, 93.80
49, 0.0212, 98.69, 93.90
50, 0.0207, 98.69, 93.90
51, 0.0204, 98.69, 94.00
52, 0.0201, 98.69, 94.10
53, 0.0199, 98.69, 94.10
54, 0.0196, 98.69, 94.10
55, 0.0194, 98.69, 94.10
56, 0.0192, 98.69, 94.10
57, 0.0189, 98.80, 93.90
58, 0.0187, 98.80, 93.90
59, 0.0184, 98.80, 94.00
60, 0.0182, 98.80, 94.00
61, 0.0179, 98.80, 93.90
62, 0.0175, 98.80, 93.80
63, 0.0172, 98.80, 93.80
64, 0.0170, 98.80, 93.90
65, 0.0168, 98.80, 94.00
66, 0.0166, 98.80, 94.10
67, 0.0164, 98.86, 94.00
68, 0.0162, 98.86, 94.00
69, 0.0159, 98.86, 94.10
70, 0.0157, 98.86, 94.10
71, 0.0154, 98.91, 94.10
72, 0.0152, 98.91, 94.20
73, 0.0151, 98.91, 94.20
74, 0.0149, 98.91, 94.30
75, 0.0148, 98.91, 94.30
76, 0.0147, 98.91, 94.30
77, 0.0146, 98.91, 94.30
78, 0.0145, 98.91, 94.30
79, 0.0144, 98.91, 94.20
80, 0.0143, 98.91, 94.00
81, 0.0142, 98.91, 93.80
82, 0.0141, 98.91, 93.60
83, 0.0140, 98.91, 93.70
84, 0.0139, 98.91, 93.80
85, 0.0138, 98.91, 93.80
86, 0.0137, 98.91, 93.80
87, 0.0136, 98.91, 93.80
88, 0.0135, 98.91, 93.80
89, 0.0135, 98.91, 93.80
90, 0.0134, 98.91, 93.80
91, 0.0133, 98.91, 93.80
92, 0.0133, 98.91, 93.80
93, 0.0132, 98.91, 93.80
94, 0.0132, 98.91, 93.80
95, 0.0131, 98.91, 93.70
96, 0.0131, 98.91, 93.80
97, 0.0130, 98.91, 93.80
98, 0.0130, 98.91, 93.80
99, 0.0129, 98.91, 93.80
100, 0.0129, 98.91, 93.80

