
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-5-10
Learning rate: 0.01
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 1.2943, 12.17, 11.60
2, 0.9153, 16.29, 14.00
3, 0.9003, 16.51, 14.50
4, 0.8975, 16.74, 15.30
5, 0.8962, 17.09, 16.20
6, 0.8952, 17.83, 17.30
7, 0.8943, 18.23, 18.90
8, 0.8933, 18.91, 19.70
9, 0.8922, 19.89, 20.80
10, 0.8910, 20.51, 21.30
11, 0.8897, 20.80, 22.20
12, 0.8882, 21.03, 22.80
13, 0.8867, 21.09, 22.80
14, 0.8849, 20.97, 23.30
15, 0.8830, 20.91, 23.50
16, 0.8809, 20.74, 23.50
17, 0.8786, 20.51, 23.50
18, 0.8760, 20.17, 23.50
19, 0.8733, 20.17, 23.10
20, 0.8702, 20.29, 23.30
21, 0.8670, 20.69, 23.80
22, 0.8634, 20.51, 24.40
23, 0.8597, 20.57, 24.30
24, 0.8557, 21.26, 24.50
25, 0.8514, 21.66, 25.00
26, 0.8470, 22.40, 26.30
27, 0.8424, 23.14, 26.80
28, 0.8376, 24.34, 27.70
29, 0.8328, 25.31, 28.80
30, 0.8279, 26.51, 30.70
31, 0.8229, 27.94, 32.10
32, 0.8179, 29.49, 33.20
33, 0.8128, 31.26, 34.80
34, 0.8078, 32.74, 36.30
35, 0.8029, 34.40, 38.00
36, 0.7979, 35.60, 38.10
37, 0.7930, 36.63, 39.30
38, 0.7880, 37.03, 41.00
39, 0.7831, 38.34, 42.20
40, 0.7782, 38.80, 43.50
41, 0.7733, 39.54, 43.70
42, 0.7684, 39.83, 44.70
43, 0.7634, 40.06, 44.90
44, 0.7585, 41.09, 45.20
45, 0.7534, 41.89, 46.20
46, 0.7483, 42.86, 46.80
47, 0.7432, 43.83, 47.30
48, 0.7380, 44.46, 48.00
49, 0.7327, 45.26, 48.40
50, 0.7274, 46.00, 49.00
51, 0.7220, 46.69, 49.50
52, 0.7165, 46.97, 50.10
53, 0.7110, 47.31, 50.40
54, 0.7054, 47.71, 50.80
55, 0.6998, 48.06, 50.90
56, 0.6942, 48.40, 51.10
57, 0.6886, 48.63, 51.20
58, 0.6830, 49.03, 51.80
59, 0.6774, 49.31, 52.10
60, 0.6719, 49.31, 52.30
61, 0.6664, 49.37, 52.50
62, 0.6610, 49.66, 52.70
63, 0.6558, 49.83, 52.80
64, 0.6506, 49.94, 53.20
65, 0.6455, 50.11, 53.30
66, 0.6406, 50.34, 53.50
67, 0.6357, 50.57, 54.30
68, 0.6310, 50.91, 54.70
69, 0.6264, 51.14, 55.10
70, 0.6218, 51.60, 55.70
71, 0.6174, 52.11, 55.90
72, 0.6130, 52.34, 56.10
73, 0.6088, 53.03, 56.50
74, 0.6046, 53.83, 56.60
75, 0.6004, 54.57, 57.10
76, 0.5963, 54.86, 57.40
77, 0.5923, 55.60, 58.40
78, 0.5884, 56.51, 59.00
79, 0.5844, 57.31, 59.80
80, 0.5806, 58.00, 60.40
81, 0.5767, 58.40, 61.10
82, 0.5730, 58.97, 61.80
83, 0.5692, 59.43, 62.90
84, 0.5655, 60.23, 63.40
85, 0.5618, 60.86, 64.00
86, 0.5582, 61.43, 64.60
87, 0.5546, 62.40, 65.00
88, 0.5511, 62.86, 65.70
89, 0.5476, 63.37, 66.40
90, 0.5441, 63.83, 66.60
91, 0.5407, 64.40, 67.00
92, 0.5373, 64.80, 67.20
93, 0.5340, 65.37, 67.60
94, 0.5307, 65.60, 68.00
95, 0.5275, 66.06, 68.20
96, 0.5243, 66.34, 68.70
97, 0.5211, 66.57, 68.80
98, 0.5180, 66.74, 68.90
99, 0.5149, 66.91, 69.30
100, 0.5119, 67.31, 69.70

