
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-5-10
Learning rate: 0.5
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 2.6599, 26.23, 25.30
2, 2.9648, 30.63, 27.50
3, 3.0033, 22.06, 21.00
4, 2.9754, 21.60, 21.50
5, 2.9905, 35.54, 33.60
6, 2.9921, 35.94, 33.10
7, 2.8785, 39.49, 39.30
8, 2.8511, 49.83, 48.50
9, 2.9555, 36.23, 36.10
10, 2.9061, 51.09, 47.10
11, 2.8770, 42.91, 40.60
12, 2.8987, 43.83, 42.70
13, 2.7655, 45.03, 43.50
14, 2.7965, 32.86, 31.00
15, 2.8689, 33.20, 33.20
16, 2.7927, 44.57, 41.50
17, 2.7620, 44.91, 42.60
18, 2.7552, 30.34, 28.60
19, 2.7682, 41.71, 39.80
20, 2.7777, 40.00, 37.20
21, 2.8373, 39.89, 36.80
22, 2.7827, 45.14, 42.50
23, 2.8631, 33.77, 33.20
24, 2.8808, 32.91, 30.90
25, 2.8126, 39.71, 37.00
26, 2.8071, 40.06, 37.40
27, 2.7593, 29.20, 26.60
28, 2.7946, 46.29, 44.10
29, 2.7440, 40.51, 39.60
30, 2.7600, 28.97, 28.50
31, 2.7150, 54.57, 53.50
32, 2.7363, 51.66, 50.80
33, 2.6840, 48.23, 45.30
34, 2.7172, 37.94, 34.10
35, 2.7327, 37.37, 36.40
36, 2.6702, 39.49, 37.80
37, 2.6838, 39.09, 36.80
38, 2.7593, 40.63, 39.70
39, 2.9562, 40.46, 37.60
40, 2.7931, 22.74, 21.40
41, 2.7961, 29.37, 28.10
42, 2.7363, 54.06, 51.30
43, 2.6928, 54.46, 51.30
44, 2.7409, 48.69, 46.00
45, 2.6465, 50.11, 46.90
46, 2.6523, 39.60, 39.70
47, 2.6125, 54.63, 53.50
48, 2.6356, 46.40, 45.40
49, 2.7101, 43.77, 41.00
50, 2.6496, 40.34, 36.60
51, 2.5974, 49.31, 46.30
52, 2.6471, 50.11, 46.20
53, 2.6278, 45.71, 45.50
54, 2.6493, 49.66, 45.50
55, 2.5851, 45.66, 42.70
56, 2.5736, 30.74, 29.80
57, 2.6006, 48.51, 44.80
58, 2.6253, 55.31, 54.00
59, 2.5637, 52.74, 50.60
60, 2.5574, 47.43, 46.60
61, 2.5908, 29.03, 30.70
62, 2.5544, 29.54, 28.60
63, 2.5540, 54.80, 51.60
64, 2.5471, 28.06, 28.40
65, 2.6086, 46.80, 42.60
66, 2.5259, 44.86, 39.90
67, 2.6344, 39.66, 36.70
68, 2.5830, 46.80, 44.70
69, 2.5837, 55.03, 51.60
70, 2.5727, 47.54, 42.60
71, 2.5788, 39.83, 37.20
72, 2.6144, 45.09, 42.20
73, 2.5633, 48.51, 45.00
74, 2.6196, 54.40, 51.40
75, 2.5461, 46.86, 44.10
76, 2.5207, 46.74, 45.90
77, 2.5158, 31.09, 28.80
78, 2.5072, 38.46, 36.30
79, 2.5526, 51.20, 49.30
80, 2.5492, 45.83, 44.60
81, 2.5146, 47.49, 43.30
82, 2.5334, 49.54, 45.00
83, 2.5359, 39.94, 36.80
84, 2.5522, 54.51, 52.20
85, 2.5817, 45.14, 41.90
86, 2.5734, 35.49, 33.70
87, 2.5389, 36.57, 35.00
88, 2.5823, 54.46, 51.90
89, 2.5661, 57.31, 53.60
90, 2.5167, 38.51, 34.70
91, 2.5315, 36.86, 34.80
92, 2.5477, 46.17, 43.50
93, 2.5273, 42.23, 41.30
94, 2.5089, 55.60, 52.70
95, 2.5900, 57.31, 51.80
96, 2.5431, 28.80, 27.10
97, 2.5212, 48.51, 46.30
98, 2.5054, 46.46, 44.50
99, 2.5473, 21.66, 20.40
100, 2.4976, 64.23, 59.80

