
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-5-10
Learning rate: 0.05
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.8101, 52.63, 53.00
2, 0.6659, 70.06, 68.40
3, 0.6304, 74.23, 74.70
4, 0.6156, 75.26, 76.20
5, 0.6069, 75.66, 75.30
6, 0.6007, 75.43, 74.90
7, 0.5951, 75.71, 74.90
8, 0.5889, 76.23, 75.90
9, 0.5829, 76.63, 77.30
10, 0.5786, 77.60, 78.60
11, 0.5755, 77.89, 78.40
12, 0.5731, 78.00, 78.60
13, 0.5711, 77.89, 78.50
14, 0.5694, 77.37, 78.40
15, 0.5680, 77.03, 78.10
16, 0.5667, 77.14, 77.60
17, 0.5655, 77.03, 77.00
18, 0.5645, 76.57, 77.00
19, 0.5635, 76.51, 76.80
20, 0.5627, 76.11, 76.40
21, 0.5619, 75.66, 76.60
22, 0.5612, 75.37, 76.30
23, 0.5604, 75.09, 75.60
24, 0.5596, 74.40, 75.20
25, 0.5585, 73.37, 73.70
26, 0.5566, 70.51, 71.30
27, 0.5516, 59.43, 59.30
28, 0.5418, 55.94, 55.40
29, 0.5339, 55.77, 55.00
30, 0.5296, 55.83, 55.10
31, 0.5268, 55.83, 55.40
32, 0.5248, 55.83, 55.30
33, 0.5232, 55.77, 55.30
34, 0.5219, 55.89, 55.10
35, 0.5207, 55.89, 55.10
36, 0.5197, 56.06, 55.20
37, 0.5188, 56.06, 55.20
38, 0.5180, 56.06, 55.20
39, 0.5173, 56.06, 55.30
40, 0.5166, 56.11, 55.20
41, 0.5159, 56.11, 55.20
42, 0.5153, 56.11, 55.20
43, 0.5148, 56.11, 55.20
44, 0.5142, 56.17, 55.20
45, 0.5137, 56.17, 55.20
46, 0.5133, 56.23, 55.20
47, 0.5128, 56.23, 55.20
48, 0.5124, 56.23, 55.20
49, 0.5120, 56.23, 55.20
50, 0.5116, 56.23, 55.20
51, 0.5112, 56.23, 55.20
52, 0.5108, 56.29, 55.40
53, 0.5105, 56.34, 55.40
54, 0.5101, 56.34, 55.40
55, 0.5098, 56.34, 55.40
56, 0.5095, 56.34, 55.50
57, 0.5092, 56.34, 55.40
58, 0.5089, 56.34, 55.40
59, 0.5086, 56.34, 55.40
60, 0.5083, 56.34, 55.50
61, 0.5080, 56.34, 55.40
62, 0.5077, 56.34, 55.40
63, 0.5075, 56.34, 55.40
64, 0.5072, 56.40, 55.40
65, 0.5070, 56.40, 55.50
66, 0.5067, 56.46, 55.50
67, 0.5065, 56.46, 55.50
68, 0.5063, 56.46, 55.50
69, 0.5061, 56.57, 55.50
70, 0.5058, 56.57, 55.50
71, 0.5056, 56.57, 55.50
72, 0.5054, 56.57, 55.40
73, 0.5052, 56.57, 55.40
74, 0.5050, 56.57, 55.50
75, 0.5048, 56.57, 55.50
76, 0.5046, 56.57, 55.50
77, 0.5044, 56.57, 55.50
78, 0.5043, 56.57, 55.50
79, 0.5041, 56.57, 55.50
80, 0.5039, 56.57, 55.60
81, 0.5037, 56.57, 55.60
82, 0.5036, 56.57, 55.60
83, 0.5034, 56.57, 55.60
84, 0.5032, 56.63, 55.60
85, 0.5031, 56.69, 55.60
86, 0.5029, 56.69, 55.60
87, 0.5028, 56.74, 55.60
88, 0.5026, 56.74, 55.50
89, 0.5025, 56.74, 55.50
90, 0.5023, 56.74, 55.50
91, 0.5022, 56.74, 55.50
92, 0.5020, 56.74, 55.50
93, 0.5019, 56.74, 55.50
94, 0.5018, 56.74, 55.50
95, 0.5016, 56.74, 55.50
96, 0.5015, 56.74, 55.50
97, 0.5014, 56.74, 55.50
98, 0.5013, 56.74, 55.50
99, 0.5011, 56.80, 55.50
100, 0.5010, 56.80, 55.50

