
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-10-10
Learning rate: 1.0
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.5629, 88.80, 85.90
2, 0.2248, 91.03, 87.30
3, 0.1645, 93.14, 89.00
4, 0.1389, 94.06, 89.50
5, 0.1219, 94.23, 89.10
6, 0.1105, 94.29, 89.00
7, 0.1005, 94.11, 88.40
8, 0.0938, 93.94, 88.70
9, 0.0876, 94.46, 88.50
10, 0.0814, 94.34, 88.50
11, 0.0764, 94.51, 88.50
12, 0.0722, 94.86, 88.80
13, 0.0682, 95.20, 88.50
14, 0.0661, 94.80, 88.40
15, 0.0627, 94.80, 88.30
16, 0.0584, 94.91, 88.50
17, 0.0571, 95.03, 88.30
18, 0.0529, 95.03, 88.90
19, 0.0525, 94.97, 88.90
20, 0.0498, 95.14, 88.90
21, 0.0508, 94.63, 87.90
22, 0.0483, 95.37, 88.50
23, 0.0461, 95.14, 88.80
24, 0.0460, 95.60, 88.70
25, 0.0465, 95.31, 89.00
26, 0.0444, 95.49, 89.10
27, 0.0424, 95.71, 88.80
28, 0.0423, 96.23, 89.30
29, 0.0393, 96.34, 89.00
30, 0.0396, 96.46, 89.50
31, 0.0360, 96.69, 89.20
32, 0.0351, 96.80, 89.50
33, 0.0341, 97.20, 89.80
34, 0.0341, 97.26, 89.50
35, 0.0357, 97.54, 89.70
36, 0.0354, 97.31, 89.90
37, 0.0328, 97.43, 89.60
38, 0.0314, 97.43, 89.50
39, 0.0322, 97.54, 89.70
40, 0.0305, 97.43, 89.90
41, 0.0303, 97.60, 89.80
42, 0.0296, 97.60, 89.60
43, 0.0297, 97.60, 89.30
44, 0.0293, 97.66, 89.40
45, 0.0283, 97.71, 89.70
46, 0.0295, 97.71, 89.10
47, 0.0280, 97.89, 89.20
48, 0.0270, 98.00, 89.10
49, 0.0265, 98.00, 89.80
50, 0.0264, 98.11, 89.40
51, 0.0260, 98.06, 89.80
52, 0.0257, 98.17, 89.80
53, 0.0255, 98.17, 89.80
54, 0.0252, 98.23, 89.80
55, 0.0249, 98.29, 89.80
56, 0.0247, 98.29, 89.90
57, 0.0245, 98.29, 89.90
58, 0.0243, 98.40, 89.80
59, 0.0241, 98.40, 89.70
60, 0.0238, 98.40, 90.00
61, 0.0236, 98.40, 90.00
62, 0.0234, 98.40, 90.10
63, 0.0233, 98.40, 90.00
64, 0.0235, 98.40, 90.10
65, 0.0236, 98.34, 89.90
66, 0.0232, 98.34, 90.00
67, 0.0225, 98.34, 90.00
68, 0.0222, 98.40, 90.10
69, 0.0219, 98.40, 90.00
70, 0.0217, 98.46, 90.20
71, 0.0216, 98.46, 90.10
72, 0.0215, 98.46, 90.10
73, 0.0214, 98.46, 90.10
74, 0.0212, 98.46, 90.00
75, 0.0211, 98.46, 89.90
76, 0.0211, 98.46, 89.90
77, 0.0210, 98.46, 89.90
78, 0.0209, 98.46, 89.90
79, 0.0208, 98.46, 89.60
80, 0.0207, 98.51, 89.40
81, 0.0204, 98.46, 89.40
82, 0.0201, 98.51, 89.40
83, 0.0196, 98.51, 89.20
84, 0.0193, 98.51, 89.20
85, 0.0192, 98.51, 89.00
86, 0.0191, 98.51, 89.00
87, 0.0190, 98.51, 88.90
88, 0.0189, 98.51, 88.90
89, 0.0188, 98.51, 88.90
90, 0.0187, 98.51, 88.90
91, 0.0187, 98.57, 88.90
92, 0.0186, 98.57, 88.90
93, 0.0185, 98.57, 88.90
94, 0.0185, 98.57, 88.90
95, 0.0184, 98.57, 88.80
96, 0.0183, 98.57, 88.80
97, 0.0183, 98.57, 88.80
98, 0.0182, 98.57, 88.80
99, 0.0182, 98.57, 88.90
100, 0.0185, 98.57, 89.20

