
Network Parameters:
Training data: ./train.csv (7000 examples)
Testing data: ./test.csv (4000 examples)
Network structure: 64-20-10
Learning rate: 0.01
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.7325, 76.74, 75.28
2, 0.4561, 84.61, 83.55
3, 0.3618, 88.69, 87.48
4, 0.3094, 90.24, 89.33
5, 0.2788, 91.16, 90.55
6, 0.2568, 91.93, 91.30
7, 0.2398, 92.30, 91.77
8, 0.2266, 92.89, 91.95
9, 0.2160, 93.07, 92.10
10, 0.2069, 93.23, 92.40
11, 0.1986, 93.44, 92.62
12, 0.1910, 93.63, 92.95
13, 0.1841, 93.77, 93.12
14, 0.1778, 93.83, 93.20
15, 0.1725, 93.99, 93.35
16, 0.1679, 94.06, 93.35
17, 0.1640, 94.16, 93.40
18, 0.1606, 94.26, 93.58
19, 0.1576, 94.30, 93.70
20, 0.1550, 94.44, 93.73
21, 0.1527, 94.51, 93.80
22, 0.1506, 94.63, 93.80
23, 0.1487, 94.66, 93.92
24, 0.1469, 94.63, 93.97
25, 0.1453, 94.61, 93.97
26, 0.1438, 94.66, 93.97
27, 0.1425, 94.67, 94.00
28, 0.1412, 94.69, 94.10
29, 0.1400, 94.71, 94.08
30, 0.1389, 94.74, 94.10
31, 0.1379, 94.76, 94.17
32, 0.1369, 94.77, 94.23
33, 0.1360, 94.79, 94.23
34, 0.1351, 94.86, 94.17
35, 0.1342, 94.87, 94.23
36, 0.1335, 94.90, 94.25
37, 0.1327, 94.91, 94.27
38, 0.1320, 94.94, 94.27
39, 0.1313, 94.94, 94.30
40, 0.1306, 94.99, 94.35
41, 0.1300, 94.99, 94.35
42, 0.1294, 95.01, 94.35
43, 0.1288, 95.01, 94.35
44, 0.1282, 95.01, 94.38
45, 0.1276, 95.06, 94.38
46, 0.1271, 95.09, 94.35
47, 0.1266, 95.09, 94.35
48, 0.1260, 95.10, 94.33
49, 0.1255, 95.14, 94.35
50, 0.1250, 95.14, 94.38
51, 0.1245, 95.19, 94.38
52, 0.1240, 95.19, 94.40
53, 0.1236, 95.19, 94.42
54, 0.1231, 95.21, 94.38
55, 0.1226, 95.24, 94.38
56, 0.1222, 95.26, 94.40
57, 0.1218, 95.26, 94.42
58, 0.1214, 95.26, 94.45
59, 0.1210, 95.31, 94.42
60, 0.1206, 95.33, 94.42
61, 0.1202, 95.33, 94.42
62, 0.1198, 95.34, 94.42
63, 0.1194, 95.37, 94.45
64, 0.1191, 95.40, 94.42
65, 0.1188, 95.41, 94.42
66, 0.1184, 95.43, 94.42
67, 0.1181, 95.44, 94.45
68, 0.1178, 95.44, 94.45
69, 0.1175, 95.47, 94.45
70, 0.1172, 95.47, 94.45
71, 0.1169, 95.47, 94.45
72, 0.1166, 95.50, 94.45
73, 0.1163, 95.50, 94.47
74, 0.1160, 95.51, 94.53
75, 0.1157, 95.51, 94.50
76, 0.1155, 95.53, 94.53
77, 0.1152, 95.54, 94.50
78, 0.1150, 95.56, 94.50
79, 0.1147, 95.59, 94.50
80, 0.1145, 95.60, 94.47
81, 0.1142, 95.60, 94.47
82, 0.1140, 95.61, 94.47
83, 0.1138, 95.61, 94.45
84, 0.1135, 95.64, 94.47
85, 0.1133, 95.63, 94.47
86, 0.1131, 95.63, 94.47
87, 0.1129, 95.64, 94.50
88, 0.1127, 95.66, 94.50
89, 0.1125, 95.66, 94.50
90, 0.1123, 95.70, 94.50
91, 0.1121, 95.70, 94.50
92, 0.1119, 95.71, 94.50
93, 0.1117, 95.71, 94.53
94, 0.1115, 95.71, 94.50
95, 0.1113, 95.70, 94.50
96, 0.1111, 95.70, 94.50
97, 0.1109, 95.69, 94.53
98, 0.1108, 95.67, 94.53
99, 0.1106, 95.67, 94.55
100, 0.1104, 95.69, 94.55

