
Network Parameters:
Training data: ./train.csv (7000 examples)
Testing data: ./test.csv (4000 examples)
Network structure: 64-15-10
Learning rate: 0.01
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.7352, 77.26, 77.35
2, 0.5049, 84.20, 83.90
3, 0.4091, 88.59, 87.95
4, 0.3405, 90.47, 90.00
5, 0.2972, 91.69, 91.00
6, 0.2700, 92.37, 91.67
7, 0.2510, 92.67, 92.10
8, 0.2366, 93.07, 92.50
9, 0.2249, 93.44, 92.75
10, 0.2148, 93.67, 92.88
11, 0.2063, 93.86, 93.05
12, 0.1994, 93.97, 93.25
13, 0.1937, 94.13, 93.38
14, 0.1888, 94.16, 93.40
15, 0.1843, 94.24, 93.33
16, 0.1803, 94.36, 93.47
17, 0.1766, 94.43, 93.47
18, 0.1733, 94.49, 93.53
19, 0.1703, 94.49, 93.60
20, 0.1675, 94.51, 93.73
21, 0.1650, 94.50, 93.77
22, 0.1627, 94.56, 93.88
23, 0.1605, 94.57, 93.80
24, 0.1585, 94.59, 93.83
25, 0.1566, 94.57, 93.85
26, 0.1548, 94.59, 93.85
27, 0.1531, 94.59, 93.77
28, 0.1515, 94.59, 93.85
29, 0.1500, 94.61, 93.77
30, 0.1486, 94.66, 93.80
31, 0.1473, 94.63, 93.90
32, 0.1460, 94.73, 93.92
33, 0.1447, 94.71, 93.92
34, 0.1436, 94.76, 93.92
35, 0.1425, 94.77, 93.97
36, 0.1414, 94.81, 94.03
37, 0.1404, 94.87, 93.95
38, 0.1394, 94.89, 93.97
39, 0.1385, 94.87, 93.97
40, 0.1376, 94.87, 93.97
41, 0.1368, 94.87, 94.05
42, 0.1360, 94.91, 94.08
43, 0.1353, 94.91, 94.15
44, 0.1346, 94.93, 94.10
45, 0.1339, 94.93, 94.12
46, 0.1332, 94.97, 94.12
47, 0.1326, 94.99, 94.17
48, 0.1320, 95.03, 94.17
49, 0.1314, 95.01, 94.17
50, 0.1309, 95.01, 94.20
51, 0.1303, 95.00, 94.23
52, 0.1298, 95.00, 94.25
53, 0.1293, 95.01, 94.25
54, 0.1288, 95.04, 94.33
55, 0.1284, 95.04, 94.35
56, 0.1279, 95.06, 94.30
57, 0.1275, 95.06, 94.33
58, 0.1271, 95.07, 94.30
59, 0.1267, 95.10, 94.33
60, 0.1263, 95.10, 94.33
61, 0.1259, 95.16, 94.38
62, 0.1255, 95.16, 94.40
63, 0.1251, 95.20, 94.40
64, 0.1248, 95.20, 94.40
65, 0.1244, 95.20, 94.40
66, 0.1241, 95.23, 94.40
67, 0.1237, 95.24, 94.40
68, 0.1234, 95.26, 94.40
69, 0.1231, 95.27, 94.38
70, 0.1228, 95.26, 94.38
71, 0.1224, 95.30, 94.38
72, 0.1221, 95.34, 94.38
73, 0.1218, 95.34, 94.40
74, 0.1215, 95.34, 94.38
75, 0.1212, 95.33, 94.35
76, 0.1209, 95.34, 94.35
77, 0.1207, 95.34, 94.35
78, 0.1204, 95.33, 94.35
79, 0.1201, 95.31, 94.33
80, 0.1198, 95.33, 94.33
81, 0.1195, 95.34, 94.33
82, 0.1193, 95.37, 94.30
83, 0.1190, 95.39, 94.33
84, 0.1187, 95.37, 94.30
85, 0.1185, 95.37, 94.33
86, 0.1182, 95.40, 94.33
87, 0.1180, 95.41, 94.40
88, 0.1177, 95.41, 94.40
89, 0.1175, 95.43, 94.35
90, 0.1172, 95.44, 94.35
91, 0.1170, 95.47, 94.33
92, 0.1168, 95.47, 94.33
93, 0.1165, 95.47, 94.33
94, 0.1163, 95.49, 94.33
95, 0.1161, 95.50, 94.33
96, 0.1158, 95.53, 94.33
97, 0.1156, 95.51, 94.33
98, 0.1154, 95.53, 94.33
99, 0.1152, 95.53, 94.35
100, 0.1150, 95.53, 94.38

