
Network Parameters:
Training data: ./train.csv (7000 examples)
Testing data: ./test.csv (4000 examples)
Network structure: 64-25-10
Learning rate: 0.1
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.6813, 80.96, 80.12
2, 0.5213, 84.81, 84.20
3, 0.4675, 87.26, 87.05
4, 0.4319, 89.36, 88.98
5, 0.4136, 90.67, 89.60
6, 0.4018, 90.97, 90.08
7, 0.3946, 91.14, 90.25
8, 0.3897, 91.20, 90.55
9, 0.3865, 91.37, 90.53
10, 0.3840, 91.50, 90.55
11, 0.3819, 91.64, 90.60
12, 0.3799, 91.64, 90.65
13, 0.3781, 91.64, 90.62
14, 0.3757, 91.43, 90.40
15, 0.3704, 91.40, 90.15
16, 0.3635, 91.20, 89.98
17, 0.3548, 91.50, 90.38
18, 0.3488, 91.84, 90.70
19, 0.3451, 91.97, 90.97
20, 0.3426, 92.06, 91.12
21, 0.3408, 92.36, 91.27
22, 0.3394, 92.44, 91.33
23, 0.3383, 92.44, 91.35
24, 0.3373, 92.44, 91.40
25, 0.3365, 92.47, 91.42
26, 0.3358, 92.40, 91.33
27, 0.3352, 92.44, 91.38
28, 0.3346, 92.50, 91.33
29, 0.3341, 92.49, 91.27
30, 0.3336, 92.49, 91.22
31, 0.3332, 92.51, 91.27
32, 0.3328, 92.53, 91.22
33, 0.3323, 92.54, 91.22
34, 0.3320, 92.53, 91.22
35, 0.3316, 92.46, 91.20
36, 0.3312, 92.51, 91.27
37, 0.3309, 92.51, 91.33
38, 0.3305, 92.50, 91.35
39, 0.3302, 92.46, 91.27
40, 0.3299, 92.43, 91.20
41, 0.3296, 92.41, 91.15
42, 0.3291, 92.37, 91.12
43, 0.3281, 92.44, 91.27
44, 0.3267, 92.59, 91.45
45, 0.3255, 92.57, 91.55
46, 0.3247, 92.60, 91.55
47, 0.3241, 92.60, 91.53
48, 0.3236, 92.59, 91.50
49, 0.3232, 92.59, 91.47
50, 0.3229, 92.59, 91.47
51, 0.3225, 92.56, 91.47
52, 0.3222, 92.50, 91.45
53, 0.3220, 92.50, 91.40
54, 0.3217, 92.50, 91.40
55, 0.3215, 92.49, 91.35
56, 0.3212, 92.53, 91.33
57, 0.3210, 92.53, 91.20
58, 0.3208, 92.50, 91.17
59, 0.3206, 92.51, 91.12
60, 0.3204, 92.49, 91.10
61, 0.3202, 92.49, 91.05
62, 0.3200, 92.50, 91.03
63, 0.3198, 92.49, 90.97
64, 0.3196, 92.49, 90.95
65, 0.3194, 92.51, 90.95
66, 0.3193, 92.51, 91.00
67, 0.3191, 92.53, 91.00
68, 0.3189, 92.54, 90.97
69, 0.3188, 92.54, 90.97
70, 0.3187, 92.60, 90.92
71, 0.3185, 92.60, 90.92
72, 0.3184, 92.57, 90.85
73, 0.3183, 92.57, 90.80
74, 0.3181, 92.54, 90.77
75, 0.3180, 92.56, 90.72
76, 0.3179, 92.56, 90.72
77, 0.3178, 92.56, 90.70
78, 0.3177, 92.56, 90.70
79, 0.3175, 92.57, 90.67
80, 0.3174, 92.57, 90.67
81, 0.3174, 92.54, 90.67
82, 0.3173, 92.56, 90.67
83, 0.3172, 92.56, 90.67
84, 0.3171, 92.57, 90.67
85, 0.3170, 92.57, 90.67
86, 0.3169, 92.59, 90.67
87, 0.3168, 92.59, 90.67
88, 0.3167, 92.60, 90.65
89, 0.3166, 92.60, 90.62
90, 0.3165, 92.57, 90.62
91, 0.3164, 92.56, 90.62
92, 0.3163, 92.54, 90.60
93, 0.3162, 92.54, 90.60
94, 0.3161, 92.56, 90.58
95, 0.3161, 92.57, 90.58
96, 0.3160, 92.60, 90.58
97, 0.3159, 92.66, 90.55
98, 0.3159, 92.66, 90.53
99, 0.3158, 92.66, 90.53
100, 0.3158, 92.66, 90.53

