
Network Parameters:
Training data: ./train.csv (7000 examples)
Testing data: ./test.csv (4000 examples)
Network structure: 64-25-10
Learning rate: 0.1
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.6489, 84.24, 84.15
2, 0.2963, 90.04, 89.85
3, 0.2046, 92.01, 91.57
4, 0.1662, 93.14, 92.27
5, 0.1451, 93.76, 92.85
6, 0.1313, 94.13, 93.23
7, 0.1213, 94.47, 93.45
8, 0.1136, 94.71, 93.83
9, 0.1073, 94.90, 94.00
10, 0.1021, 95.09, 94.08
11, 0.0976, 95.29, 94.23
12, 0.0936, 95.37, 94.25
13, 0.0901, 95.46, 94.25
14, 0.0870, 95.60, 94.35
15, 0.0841, 95.74, 94.42
16, 0.0816, 95.77, 94.47
17, 0.0792, 95.91, 94.62
18, 0.0770, 95.99, 94.65
19, 0.0750, 96.07, 94.67
20, 0.0731, 96.19, 94.67
21, 0.0714, 96.30, 94.70
22, 0.0698, 96.37, 94.75
23, 0.0682, 96.46, 94.75
24, 0.0668, 96.59, 94.83
25, 0.0654, 96.67, 94.88
26, 0.0641, 96.69, 94.92
27, 0.0629, 96.73, 95.00
28, 0.0617, 96.81, 95.05
29, 0.0606, 96.83, 95.08
30, 0.0596, 96.90, 95.08
31, 0.0585, 96.93, 95.12
32, 0.0576, 97.03, 95.15
33, 0.0566, 97.07, 95.12
34, 0.0557, 97.09, 95.12
35, 0.0548, 97.11, 95.12
36, 0.0540, 97.14, 95.10
37, 0.0532, 97.14, 95.12
38, 0.0524, 97.14, 95.17
39, 0.0517, 97.17, 95.23
40, 0.0509, 97.19, 95.33
41, 0.0502, 97.24, 95.33
42, 0.0496, 97.24, 95.43
43, 0.0489, 97.26, 95.47
44, 0.0483, 97.33, 95.50
45, 0.0476, 97.36, 95.55
46, 0.0470, 97.39, 95.58
47, 0.0465, 97.41, 95.60
48, 0.0459, 97.43, 95.62
49, 0.0453, 97.49, 95.67
50, 0.0448, 97.50, 95.67
51, 0.0442, 97.53, 95.67
52, 0.0437, 97.57, 95.67
53, 0.0432, 97.61, 95.67
54, 0.0427, 97.67, 95.67
55, 0.0422, 97.73, 95.65
56, 0.0417, 97.73, 95.65
57, 0.0413, 97.77, 95.65
58, 0.0408, 97.79, 95.70
59, 0.0404, 97.81, 95.70
60, 0.0399, 97.84, 95.65
61, 0.0395, 97.87, 95.65
62, 0.0391, 97.90, 95.65
63, 0.0387, 97.94, 95.67
64, 0.0382, 97.99, 95.70
65, 0.0378, 98.00, 95.73
66, 0.0374, 98.03, 95.78
67, 0.0371, 98.04, 95.83
68, 0.0367, 98.06, 95.83
69, 0.0363, 98.11, 95.85
70, 0.0360, 98.11, 95.88
71, 0.0356, 98.11, 95.90
72, 0.0353, 98.13, 95.93
73, 0.0349, 98.16, 95.97
74, 0.0346, 98.20, 96.05
75, 0.0343, 98.21, 96.00
76, 0.0340, 98.23, 96.00
77, 0.0337, 98.23, 96.00
78, 0.0334, 98.27, 96.00
79, 0.0331, 98.27, 96.00
80, 0.0328, 98.30, 96.00
81, 0.0325, 98.31, 96.00
82, 0.0322, 98.33, 96.00
83, 0.0319, 98.33, 95.97
84, 0.0317, 98.33, 95.97
85, 0.0314, 98.36, 96.00
86, 0.0311, 98.36, 96.00
87, 0.0309, 98.36, 96.03
88, 0.0306, 98.37, 96.00
89, 0.0303, 98.39, 96.00
90, 0.0301, 98.39, 95.97
91, 0.0299, 98.39, 95.97
92, 0.0296, 98.40, 95.97
93, 0.0294, 98.40, 96.03
94, 0.0291, 98.44, 96.03
95, 0.0289, 98.44, 96.05
96, 0.0287, 98.49, 96.05
97, 0.0284, 98.50, 96.08
98, 0.0282, 98.51, 96.10
99, 0.0280, 98.53, 96.10
100, 0.0278, 98.54, 96.08

