
Network Parameters:
Training data: ./train.csv (7000 examples)
Testing data: ./test.csv (4000 examples)
Network structure: 64-30-10
Learning rate: 0.01
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.9320, 32.24, 32.67
2, 0.8458, 45.16, 45.92
3, 0.7780, 57.00, 57.17
4, 0.6909, 70.41, 69.67
5, 0.6030, 78.00, 78.03
6, 0.5238, 82.34, 82.60
7, 0.4580, 84.99, 85.05
8, 0.4062, 86.33, 86.22
9, 0.3660, 87.54, 87.42
10, 0.3345, 88.16, 88.12
11, 0.3094, 88.84, 88.85
12, 0.2891, 89.37, 89.30
13, 0.2723, 89.70, 89.68
14, 0.2582, 90.10, 89.95
15, 0.2461, 90.37, 90.30
16, 0.2357, 90.77, 90.55
17, 0.2265, 91.00, 90.85
18, 0.2184, 91.21, 90.92
19, 0.2111, 91.44, 91.15
20, 0.2045, 91.66, 91.25
21, 0.1986, 91.80, 91.35
22, 0.1932, 91.97, 91.42
23, 0.1882, 92.13, 91.47
24, 0.1837, 92.26, 91.57
25, 0.1795, 92.37, 91.70
26, 0.1755, 92.53, 91.83
27, 0.1719, 92.69, 91.83
28, 0.1685, 92.73, 91.90
29, 0.1653, 92.83, 91.95
30, 0.1624, 92.91, 92.05
31, 0.1595, 93.03, 92.20
32, 0.1569, 93.11, 92.25
33, 0.1544, 93.20, 92.33
34, 0.1520, 93.27, 92.33
35, 0.1498, 93.30, 92.35
36, 0.1477, 93.39, 92.38
37, 0.1456, 93.49, 92.55
38, 0.1437, 93.50, 92.58
39, 0.1419, 93.59, 92.73
40, 0.1401, 93.69, 92.77
41, 0.1384, 93.76, 92.85
42, 0.1368, 93.79, 92.90
43, 0.1352, 93.80, 93.00
44, 0.1337, 93.87, 93.15
45, 0.1323, 93.89, 93.17
46, 0.1309, 93.90, 93.20
47, 0.1296, 94.00, 93.23
48, 0.1283, 94.06, 93.25
49, 0.1270, 94.14, 93.25
50, 0.1258, 94.20, 93.33
51, 0.1246, 94.26, 93.33
52, 0.1235, 94.30, 93.35
53, 0.1224, 94.36, 93.42
54, 0.1214, 94.40, 93.47
55, 0.1203, 94.43, 93.53
56, 0.1193, 94.47, 93.55
57, 0.1183, 94.53, 93.60
58, 0.1174, 94.56, 93.60
59, 0.1165, 94.59, 93.60
60, 0.1156, 94.60, 93.60
61, 0.1147, 94.63, 93.73
62, 0.1138, 94.66, 93.80
63, 0.1130, 94.74, 93.85
64, 0.1122, 94.74, 93.85
65, 0.1114, 94.77, 93.90
66, 0.1106, 94.79, 94.00
67, 0.1099, 94.86, 94.00
68, 0.1091, 94.91, 94.00
69, 0.1084, 94.91, 94.05
70, 0.1077, 94.93, 94.05
71, 0.1070, 94.97, 94.10
72, 0.1063, 94.97, 94.10
73, 0.1056, 94.99, 94.15
74, 0.1050, 95.07, 94.23
75, 0.1044, 95.07, 94.25
76, 0.1037, 95.14, 94.30
77, 0.1031, 95.16, 94.35
78, 0.1025, 95.20, 94.35
79, 0.1019, 95.21, 94.38
80, 0.1013, 95.21, 94.38
81, 0.1008, 95.23, 94.38
82, 0.1002, 95.24, 94.40
83, 0.0996, 95.29, 94.42
84, 0.0991, 95.29, 94.45
85, 0.0986, 95.30, 94.45
86, 0.0980, 95.33, 94.45
87, 0.0975, 95.34, 94.47
88, 0.0970, 95.36, 94.50
89, 0.0965, 95.40, 94.50
90, 0.0960, 95.43, 94.47
91, 0.0955, 95.46, 94.53
92, 0.0950, 95.51, 94.53
93, 0.0946, 95.53, 94.53
94, 0.0941, 95.57, 94.55
95, 0.0937, 95.54, 94.58
96, 0.0932, 95.54, 94.58
97, 0.0928, 95.60, 94.60
98, 0.0923, 95.60, 94.58
99, 0.0919, 95.60, 94.58
100, 0.0915, 95.64, 94.62

