
Network Parameters:
Training data: ./train.csv (7000 examples)
Testing data: ./test.csv (4000 examples)
Network structure: 64-20-10
Learning rate: 1.0
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 10.4609, 10.89, 10.62
2, 10.5498, 10.90, 10.65
3, 10.2000, 10.93, 10.65
4, 10.2000, 11.00, 10.67
5, 10.1998, 10.81, 10.55
6, 10.2009, 10.26, 10.15
7, 10.2000, 10.33, 10.17
8, 9.8447, 10.80, 10.53
9, 9.8000, 10.80, 10.53
10, 9.8000, 10.80, 10.53
11, 9.8000, 10.80, 10.53
12, 9.8000, 10.80, 10.53
13, 9.8000, 10.80, 10.53
14, 9.8000, 10.80, 10.53
15, 9.8000, 10.80, 10.53
16, 9.8000, 10.80, 10.53
17, 9.8000, 10.80, 10.53
18, 9.8000, 10.80, 10.53
19, 9.8000, 10.80, 10.53
20, 9.8000, 10.80, 10.53
21, 9.8000, 10.80, 10.53
22, 9.8000, 10.80, 10.53
23, 9.8000, 10.80, 10.53
24, 9.8000, 10.80, 10.53
25, 9.8000, 10.80, 10.53
26, 9.8000, 10.80, 10.53
27, 9.8000, 10.80, 10.53
28, 9.8000, 10.80, 10.53
29, 9.8000, 10.80, 10.53
30, 9.8000, 10.80, 10.53
31, 9.8000, 10.80, 10.53
32, 9.8000, 10.80, 10.55
33, 9.8000, 10.80, 10.55
34, 9.8000, 10.80, 10.55
35, 9.8000, 10.81, 10.55
36, 9.8000, 10.81, 10.55
37, 9.8000, 10.81, 10.55
38, 9.8000, 10.83, 10.55
39, 9.8000, 10.84, 10.55
40, 9.8000, 10.84, 10.55
41, 9.8000, 10.86, 10.55
42, 9.6562, 16.60, 16.88
43, 9.2789, 8.00, 7.92
44, 9.3992, 7.29, 7.72
45, 9.4000, 7.29, 7.72
46, 9.4000, 7.29, 7.75
47, 9.4000, 7.29, 7.75
48, 9.4000, 7.41, 7.80
49, 9.3999, 7.76, 8.10
50, 9.4000, 7.76, 8.10
51, 9.4000, 7.76, 8.10
52, 9.4000, 7.76, 8.10
53, 9.4000, 7.76, 8.15
54, 9.4000, 7.76, 8.15
55, 9.4000, 7.77, 8.15
56, 9.4000, 7.79, 8.15
57, 9.4000, 7.80, 8.15
58, 9.4000, 7.80, 8.15
59, 9.4000, 7.79, 8.15
60, 9.4000, 7.81, 8.18
61, 9.4000, 7.84, 8.18
62, 9.4000, 7.86, 8.20
63, 9.4000, 7.87, 8.20
64, 9.4000, 7.86, 8.20
65, 9.4000, 7.86, 8.22
66, 9.4000, 7.84, 8.25
67, 9.4000, 7.84, 8.22
68, 9.4000, 7.91, 8.20
69, 9.4000, 7.96, 8.25
70, 9.2366, 9.61, 9.15
71, 9.0000, 10.74, 9.55
72, 8.9995, 9.34, 8.60
73, 9.0000, 9.46, 8.72
74, 9.0000, 9.44, 8.75
75, 9.0000, 10.26, 9.18
76, 9.0000, 10.27, 9.25
77, 9.0000, 11.07, 9.70
78, 8.9997, 11.70, 10.20
79, 8.9998, 10.29, 9.47
80, 9.0000, 10.84, 9.75
81, 8.9999, 12.80, 11.60
82, 9.0014, 15.06, 14.22
83, 9.3945, 11.54, 11.07
84, 9.4000, 11.54, 11.10
85, 9.4000, 11.56, 11.10
86, 9.4000, 11.56, 11.10
87, 9.4000, 11.56, 11.10
88, 9.4000, 11.57, 11.10
89, 9.4000, 11.57, 11.10
90, 9.4000, 11.59, 11.10
91, 9.4000, 11.59, 11.10
92, 9.4000, 11.59, 11.10
93, 9.4000, 11.59, 11.10
94, 9.4000, 11.59, 11.10
95, 9.4000, 11.59, 11.10
96, 9.4000, 11.59, 11.10
97, 9.4000, 11.59, 11.10
98, 9.4000, 11.60, 11.10
99, 9.4000, 11.63, 11.10
100, 9.4000, 11.63, 11.10

