
Network Parameters:
Training data: ./train.csv (7000 examples)
Testing data: ./test.csv (4000 examples)
Network structure: 64-5-10
Learning rate: 1.0
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 8.8064, 14.29, 14.10
2, 8.9060, 22.03, 22.57
3, 8.9700, 16.40, 16.25
4, 8.9723, 15.26, 15.20
5, 8.9921, 18.61, 18.38
6, 8.9433, 15.07, 15.22
7, 8.9864, 13.97, 14.17
8, 8.8429, 12.40, 12.22
9, 8.7599, 10.73, 10.82
10, 8.6142, 10.43, 10.45
11, 8.8936, 9.90, 9.88
12, 8.9764, 6.51, 6.50
13, 8.9111, 9.71, 9.72
14, 8.8046, 15.80, 15.17
15, 8.9057, 20.81, 20.45
16, 8.9619, 15.64, 15.80
17, 8.9968, 15.81, 15.72
18, 8.9946, 15.94, 15.93
19, 8.9934, 12.79, 13.20
20, 8.9404, 14.86, 13.98
21, 8.9951, 10.27, 10.15
22, 8.8486, 9.29, 9.32
23, 8.8265, 10.70, 10.85
24, 8.6721, 12.99, 13.10
25, 8.7110, 12.60, 13.20
26, 8.4932, 18.17, 18.32
27, 8.2382, 11.61, 11.68
28, 8.4824, 17.04, 16.98
29, 8.4982, 14.66, 13.83
30, 8.9545, 13.69, 13.08
31, 8.6941, 15.66, 15.43
32, 8.2080, 15.97, 15.47
33, 8.6024, 15.86, 15.53
34, 8.5269, 7.89, 7.95
35, 8.5089, 9.86, 9.47
36, 8.2972, 9.67, 9.30
37, 8.5512, 8.66, 8.43
38, 8.2696, 9.64, 9.55
39, 8.2188, 13.54, 13.73
40, 8.1179, 14.37, 13.95
41, 8.1229, 16.43, 15.70
42, 7.9525, 12.26, 11.95
43, 8.0148, 11.73, 11.15
44, 7.9836, 10.77, 10.57
45, 8.2328, 16.87, 16.57
46, 8.3933, 16.84, 17.00
47, 8.0878, 17.84, 17.72
48, 8.0408, 21.10, 20.82
49, 8.1017, 18.14, 18.38
50, 8.0926, 15.03, 14.88
51, 8.1649, 15.49, 15.45
52, 8.2090, 11.23, 11.85
53, 8.1822, 17.63, 18.18
54, 8.2567, 11.77, 12.15
55, 8.2963, 9.13, 9.55
56, 8.3572, 10.97, 11.68
57, 8.2728, 11.73, 11.82
58, 8.4142, 9.56, 9.62
59, 8.3571, 13.60, 13.38
60, 8.2597, 13.96, 14.12
61, 8.4476, 10.20, 10.45
62, 7.9144, 9.77, 10.27
63, 7.9144, 9.23, 8.75
64, 8.0767, 9.93, 10.00
65, 8.1756, 9.51, 9.88
66, 8.1931, 9.90, 10.00
67, 7.9926, 9.40, 9.85
68, 7.7871, 8.71, 8.55
69, 8.1175, 9.19, 9.35
70, 7.8776, 9.47, 9.75
71, 8.0093, 8.50, 8.50
72, 7.8683, 10.70, 11.25
73, 7.9062, 9.57, 9.50
74, 7.9766, 7.80, 7.58
75, 8.0671, 9.04, 9.72
76, 8.0943, 10.40, 10.15
77, 7.9413, 10.53, 9.90
78, 7.7533, 10.33, 10.42
79, 7.6210, 9.51, 9.60
80, 7.5914, 10.21, 10.08
81, 7.7915, 9.87, 9.70
82, 7.8186, 10.13, 10.22
83, 7.8831, 10.26, 10.15
84, 7.7341, 10.04, 9.93
85, 7.5636, 9.11, 9.20
86, 7.6645, 9.99, 9.90
87, 7.7029, 10.03, 9.88
88, 7.7684, 9.99, 9.98
89, 7.7055, 10.00, 9.90
90, 7.6262, 10.00, 9.98
91, 7.9695, 10.06, 10.00
92, 8.0196, 10.06, 10.00
93, 7.9251, 9.96, 9.95
94, 7.9379, 9.97, 9.95
95, 7.9059, 11.06, 11.47
96, 7.8593, 10.43, 10.78
97, 7.7142, 9.83, 10.15
98, 7.8280, 9.99, 10.15
99, 7.8548, 10.06, 10.15
100, 8.0310, 10.04, 10.08

