
Network Parameters:
Training data: ./train.csv (7000 examples)
Testing data: ./test.csv (4000 examples)
Network structure: 64-25-10
Learning rate: 0.5
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.3268, 93.23, 92.65
2, 0.1296, 94.80, 93.90
3, 0.1007, 95.36, 94.53
4, 0.0861, 95.86, 94.73
5, 0.0767, 96.20, 94.83
6, 0.0697, 96.53, 95.05
7, 0.0644, 96.70, 95.08
8, 0.0599, 96.86, 95.10
9, 0.0561, 97.03, 95.15
10, 0.0528, 97.19, 95.20
11, 0.0498, 97.29, 95.35
12, 0.0473, 97.43, 95.38
13, 0.0450, 97.54, 95.45
14, 0.0428, 97.63, 95.45
15, 0.0408, 97.80, 95.62
16, 0.0390, 97.81, 95.67
17, 0.0373, 97.87, 95.67
18, 0.0359, 97.97, 95.62
19, 0.0345, 98.06, 95.67
20, 0.0332, 98.13, 95.73
21, 0.0321, 98.20, 95.75
22, 0.0310, 98.27, 95.80
23, 0.0300, 98.31, 95.75
24, 0.0290, 98.31, 95.67
25, 0.0281, 98.33, 95.60
26, 0.0274, 98.33, 95.67
27, 0.0267, 98.36, 95.67
28, 0.0260, 98.43, 95.67
29, 0.0254, 98.43, 95.62
30, 0.0249, 98.47, 95.62
31, 0.0244, 98.49, 95.62
32, 0.0239, 98.50, 95.62
33, 0.0234, 98.51, 95.58
34, 0.0229, 98.53, 95.60
35, 0.0226, 98.51, 95.60
36, 0.0222, 98.53, 95.62
37, 0.0219, 98.56, 95.62
38, 0.0216, 98.56, 95.62
39, 0.0212, 98.57, 95.60
40, 0.0209, 98.57, 95.47
41, 0.0206, 98.59, 95.45
42, 0.0203, 98.59, 95.43
43, 0.0198, 98.57, 95.40
44, 0.0194, 98.56, 95.38
45, 0.0191, 98.56, 95.38
46, 0.0188, 98.57, 95.40
47, 0.0185, 98.59, 95.35
48, 0.0183, 98.60, 95.35
49, 0.0181, 98.61, 95.33
50, 0.0179, 98.63, 95.35
51, 0.0177, 98.64, 95.30
52, 0.0175, 98.66, 95.25
53, 0.0174, 98.69, 95.30
54, 0.0172, 98.70, 95.47
55, 0.0171, 98.67, 95.45
56, 0.0169, 98.67, 95.43
57, 0.0167, 98.69, 95.43
58, 0.0166, 98.70, 95.45
59, 0.0165, 98.71, 95.43
60, 0.0164, 98.73, 95.40
61, 0.0163, 98.79, 95.43
62, 0.0162, 98.80, 95.45
63, 0.0161, 98.81, 95.45
64, 0.0161, 98.81, 95.47
65, 0.0160, 98.81, 95.45
66, 0.0159, 98.81, 95.45
67, 0.0158, 98.81, 95.40
68, 0.0157, 98.84, 95.40
69, 0.0157, 98.84, 95.47
70, 0.0156, 98.84, 95.50
71, 0.0155, 98.84, 95.50
72, 0.0155, 98.84, 95.47
73, 0.0154, 98.84, 95.45
74, 0.0154, 98.84, 95.45
75, 0.0153, 98.84, 95.45
76, 0.0152, 98.84, 95.45
77, 0.0152, 98.84, 95.45
78, 0.0151, 98.84, 95.45
79, 0.0151, 98.86, 95.43
80, 0.0150, 98.86, 95.43
81, 0.0150, 98.86, 95.45
82, 0.0149, 98.86, 95.40
83, 0.0148, 98.86, 95.40
84, 0.0148, 98.86, 95.38
85, 0.0147, 98.86, 95.43
86, 0.0147, 98.87, 95.43
87, 0.0146, 98.87, 95.43
88, 0.0146, 98.87, 95.40
89, 0.0145, 98.87, 95.40
90, 0.0145, 98.87, 95.40
91, 0.0144, 98.87, 95.43
92, 0.0144, 98.87, 95.43
93, 0.0143, 98.87, 95.43
94, 0.0143, 98.89, 95.45
95, 0.0143, 98.89, 95.50
96, 0.0142, 98.89, 95.45
97, 0.0141, 98.89, 95.50
98, 0.0141, 98.89, 95.55
99, 0.0140, 98.89, 95.55
100, 0.0140, 98.89, 95.53

