
Network Parameters:
Training data: ./train.csv (7000 examples)
Testing data: ./test.csv (4000 examples)
Network structure: 64-25-10
Learning rate: 1.0
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 9.1008, 10.01, 10.00
2, 9.2239, 9.99, 10.00
3, 9.4000, 9.99, 10.00
4, 9.4000, 9.99, 10.00
5, 9.4000, 9.99, 10.00
6, 9.4000, 9.99, 10.00
7, 9.4000, 9.99, 10.00
8, 9.4000, 9.99, 10.00
9, 9.4000, 9.99, 10.00
10, 9.4000, 10.00, 10.00
11, 9.0216, 10.76, 10.67
12, 9.0012, 10.77, 10.60
13, 9.0000, 10.77, 10.60
14, 9.0000, 10.77, 10.60
15, 9.0000, 10.77, 10.60
16, 9.0000, 10.77, 10.60
17, 9.0000, 10.77, 10.60
18, 9.0000, 10.77, 10.60
19, 9.0000, 10.77, 10.60
20, 9.0000, 10.77, 10.60
21, 9.0000, 10.77, 10.60
22, 9.0000, 10.77, 10.60
23, 9.0000, 10.77, 10.60
24, 9.0000, 10.77, 10.60
25, 9.0000, 10.77, 10.60
26, 9.0000, 10.77, 10.60
27, 9.0000, 10.77, 10.60
28, 9.0000, 10.77, 10.60
29, 9.0000, 10.77, 10.60
30, 9.0000, 10.77, 10.60
31, 9.0000, 10.77, 10.60
32, 9.0000, 10.77, 10.60
33, 9.0000, 10.77, 10.60
34, 9.0000, 10.77, 10.60
35, 9.0000, 10.77, 10.60
36, 9.0000, 10.77, 10.60
37, 9.0000, 10.77, 10.60
38, 9.0000, 10.77, 10.60
39, 9.0000, 10.77, 10.60
40, 9.0000, 10.77, 10.60
41, 9.0000, 10.77, 10.60
42, 9.0000, 10.77, 10.60
43, 9.0000, 10.77, 10.60
44, 9.0000, 10.77, 10.60
45, 9.0000, 10.77, 10.60
46, 9.0000, 10.77, 10.60
47, 9.0000, 10.77, 10.60
48, 9.0000, 10.77, 10.60
49, 9.0000, 10.77, 10.60
50, 9.0000, 10.77, 10.60
51, 9.0000, 10.77, 10.60
52, 9.0000, 10.77, 10.60
53, 9.0000, 10.77, 10.60
54, 9.0000, 10.77, 10.60
55, 9.0000, 10.77, 10.60
56, 9.0000, 10.77, 10.60
57, 9.0000, 10.77, 10.60
58, 9.0000, 10.77, 10.60
59, 9.0000, 10.77, 10.60
60, 9.0000, 10.77, 10.60
61, 9.0000, 10.77, 10.60
62, 9.0000, 10.77, 10.60
63, 9.0000, 10.77, 10.60
64, 9.0000, 10.77, 10.60
65, 9.0000, 10.77, 10.60
66, 9.0000, 10.77, 10.60
67, 9.0000, 10.77, 10.60
68, 9.0000, 10.77, 10.60
69, 9.0000, 10.77, 10.60
70, 9.0000, 10.77, 10.60
71, 9.0000, 10.77, 10.60
72, 9.0000, 10.77, 10.60
73, 9.0000, 10.77, 10.60
74, 9.0000, 10.77, 10.60
75, 9.0000, 10.77, 10.60
76, 9.0000, 10.77, 10.60
77, 9.0000, 10.77, 10.60
78, 9.0000, 10.77, 10.60
79, 9.0000, 10.77, 10.60
80, 9.0000, 10.77, 10.60
81, 9.0000, 10.77, 10.60
82, 9.0000, 10.77, 10.60
83, 9.0000, 10.77, 10.60
84, 9.0000, 10.77, 10.60
85, 9.0000, 10.77, 10.60
86, 9.0000, 10.77, 10.60
87, 9.0000, 10.77, 10.60
88, 9.0000, 10.77, 10.60
89, 9.0000, 10.77, 10.60
90, 9.0000, 10.77, 10.60
91, 9.0000, 10.77, 10.60
92, 9.0000, 10.77, 10.60
93, 9.0000, 10.77, 10.60
94, 9.0000, 10.77, 10.60
95, 9.0000, 10.77, 10.60
96, 9.0000, 10.77, 10.60
97, 9.0000, 10.77, 10.60
98, 9.0000, 10.77, 10.60
99, 9.0000, 10.77, 10.60
100, 9.0000, 10.77, 10.60

