
Network Parameters:
Training data: ./train.csv (7000 examples)
Testing data: ./test.csv (4000 examples)
Network structure: 64-10-10
Learning rate: 0.5
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 6.6900, 12.50, 12.47
2, 6.6033, 17.06, 17.52
3, 6.2570, 34.07, 33.70
4, 6.1458, 32.04, 31.08
5, 6.0931, 41.37, 42.02
6, 6.0158, 46.14, 45.15
7, 5.8523, 21.17, 21.10
8, 5.6498, 56.47, 56.55
9, 5.6644, 46.87, 46.38
10, 5.6536, 30.09, 30.05
11, 5.6643, 42.41, 42.18
12, 5.6039, 58.59, 58.33
13, 5.7098, 40.01, 39.20
14, 5.5698, 51.27, 51.15
15, 5.5937, 45.61, 46.08
16, 5.4896, 63.50, 64.20
17, 5.5707, 50.44, 51.00
18, 5.4843, 43.03, 42.93
19, 5.3470, 55.43, 55.25
20, 5.3529, 41.70, 42.50
21, 5.3174, 48.69, 48.45
22, 5.3893, 27.00, 26.90
23, 5.3771, 63.14, 63.10
24, 5.5175, 42.91, 41.95
25, 5.6003, 46.17, 45.82
26, 5.4647, 44.16, 44.27
27, 5.3590, 53.51, 53.12
28, 5.3604, 29.09, 28.98
29, 5.4132, 47.96, 48.27
30, 5.2995, 56.76, 56.07
31, 5.3330, 62.27, 61.92
32, 5.3416, 44.71, 44.45
33, 5.2324, 64.93, 64.08
34, 5.3050, 75.36, 75.45
35, 5.3038, 64.63, 65.08
36, 5.2313, 40.26, 39.02
37, 5.2569, 67.36, 65.85
38, 5.2023, 40.84, 41.58
39, 5.3087, 43.67, 44.60
40, 5.2405, 49.63, 50.22
41, 5.1769, 55.07, 54.15
42, 5.3310, 59.64, 58.93
43, 5.2934, 41.21, 41.00
44, 5.3211, 62.74, 62.98
45, 5.2734, 56.20, 55.85
46, 5.2146, 57.33, 57.40
47, 5.2163, 59.19, 57.95
48, 5.3332, 70.41, 70.88
49, 5.2188, 69.37, 69.75
50, 5.2103, 36.61, 36.48
51, 5.2197, 47.14, 46.45
52, 5.3823, 70.00, 70.25
53, 5.2089, 69.37, 68.60
54, 5.2021, 53.21, 53.15
55, 5.2517, 51.73, 51.68
56, 5.1827, 61.46, 61.38
57, 5.2181, 44.16, 43.82
58, 5.3364, 49.04, 48.70
59, 5.2624, 43.64, 43.65
60, 5.1543, 75.50, 75.30
61, 5.1739, 68.46, 68.42
62, 5.1949, 49.51, 49.62
63, 5.2566, 76.71, 75.70
64, 5.2400, 70.93, 71.00
65, 5.1869, 56.90, 56.50
66, 5.1522, 48.94, 47.20
67, 5.1641, 40.94, 39.95
68, 5.2691, 56.57, 56.85
69, 5.2596, 54.74, 54.25
70, 5.2510, 52.23, 51.73
71, 5.1060, 74.59, 73.65
72, 5.2089, 68.10, 67.27
73, 5.0999, 56.31, 55.07
74, 5.1269, 76.56, 75.70
75, 5.1905, 76.14, 74.60
76, 5.1819, 67.33, 66.00
77, 5.1719, 44.51, 43.90
78, 5.2099, 46.64, 46.05
79, 5.2529, 58.44, 57.57
80, 5.1660, 44.23, 43.23
81, 5.1350, 55.33, 55.07
82, 5.1350, 74.71, 73.65
83, 5.1755, 73.30, 72.42
84, 5.1784, 78.80, 77.83
85, 5.1626, 61.86, 61.25
86, 5.0994, 58.49, 58.17
87, 5.2269, 32.06, 31.42
88, 5.2698, 59.97, 59.35
89, 5.1419, 63.26, 62.48
90, 5.3189, 47.56, 47.52
91, 5.1309, 54.91, 54.77
92, 5.1233, 60.71, 59.40
93, 5.1581, 68.79, 67.58
94, 5.2736, 62.67, 62.02
95, 5.2168, 62.60, 61.15
96, 5.1097, 58.80, 58.10
97, 5.1183, 62.87, 62.68
98, 5.1906, 65.77, 65.40
99, 5.1807, 62.36, 61.98
100, 5.1085, 49.81, 49.25

