
Network Parameters:
Training data: ./train.csv (7000 examples)
Testing data: ./test.csv (4000 examples)
Network structure: 64-20-10
Learning rate: 0.5
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 8.9238, 26.93, 27.55
2, 9.0373, 14.23, 13.12
3, 9.2644, 14.90, 15.35
4, 9.3731, 19.44, 19.32
5, 9.4237, 16.50, 16.53
6, 9.3992, 16.50, 16.53
7, 9.3929, 17.21, 17.32
8, 9.3559, 12.29, 12.28
9, 8.9878, 11.67, 11.58
10, 8.9778, 14.79, 15.35
11, 9.0015, 12.43, 12.15
12, 8.9884, 11.77, 11.58
13, 9.0002, 11.03, 11.07
14, 9.0173, 14.30, 14.03
15, 9.0134, 15.19, 13.98
16, 9.1075, 10.00, 10.15
17, 8.9977, 13.80, 13.80
18, 8.9979, 13.91, 14.12
19, 8.9981, 13.90, 14.07
20, 8.9995, 13.91, 14.07
21, 8.9990, 13.90, 14.05
22, 8.9996, 13.90, 14.05
23, 8.9991, 14.46, 14.77
24, 8.9934, 10.04, 9.55
25, 8.9980, 9.94, 9.98
26, 9.0049, 14.87, 15.07
27, 9.0038, 12.94, 13.48
28, 9.0019, 10.44, 10.65
29, 8.9981, 10.26, 10.35
30, 8.9995, 10.41, 10.47
31, 8.9990, 10.43, 10.57
32, 8.9994, 10.49, 10.47
33, 8.9987, 10.61, 10.65
34, 9.0004, 9.99, 10.00
35, 8.9985, 9.99, 10.00
36, 8.9968, 10.03, 9.95
37, 8.9918, 10.06, 10.00
38, 8.9985, 10.36, 10.25
39, 8.9994, 10.30, 10.32
40, 8.9988, 10.29, 10.32
41, 8.9984, 10.27, 10.32
42, 8.9993, 10.27, 10.32
43, 8.9993, 10.27, 10.32
44, 8.9993, 10.27, 10.27
45, 8.9999, 10.27, 10.27
46, 9.0022, 10.27, 10.27
47, 9.0000, 10.27, 10.27
48, 8.9996, 10.27, 10.27
49, 8.9995, 10.27, 10.32
50, 8.9994, 10.27, 10.32
51, 8.9996, 10.31, 10.32
52, 8.9996, 10.31, 10.32
53, 8.9998, 10.31, 10.32
54, 9.0000, 10.31, 10.32
55, 9.0000, 10.31, 10.32
56, 9.0000, 10.31, 10.32
57, 9.0000, 10.31, 10.32
58, 9.0000, 10.31, 10.32
59, 9.0000, 10.31, 10.32
60, 9.0000, 10.31, 10.32
61, 9.0000, 10.31, 10.32
62, 9.0000, 10.31, 10.32
63, 9.0000, 10.31, 10.32
64, 9.0000, 10.31, 10.32
65, 9.0000, 10.31, 10.32
66, 9.0000, 10.31, 10.32
67, 9.0000, 10.31, 10.32
68, 9.0000, 10.31, 10.32
69, 9.0000, 10.31, 10.32
70, 9.0000, 10.31, 10.32
71, 9.0000, 10.31, 10.32
72, 9.0000, 10.31, 10.32
73, 9.0000, 10.31, 10.32
74, 9.0000, 10.31, 10.32
75, 9.0000, 10.31, 10.32
76, 9.0004, 10.31, 10.32
77, 9.0000, 10.31, 10.32
78, 9.0000, 10.31, 10.32
79, 8.9997, 10.31, 10.32
80, 8.9993, 10.31, 10.32
81, 8.9993, 10.31, 10.32
82, 8.9991, 10.31, 10.32
83, 8.9990, 10.31, 10.32
84, 8.9991, 10.31, 10.32
85, 8.9992, 10.31, 10.32
86, 8.9990, 10.31, 10.32
87, 8.9993, 10.31, 10.32
88, 8.9987, 10.31, 10.32
89, 8.9997, 10.31, 10.32
90, 8.9997, 10.31, 10.32
91, 8.9990, 10.31, 10.32
92, 8.9992, 10.31, 10.32
93, 8.9993, 10.31, 10.32
94, 8.9988, 10.31, 10.32
95, 8.9992, 10.31, 10.32
96, 8.9988, 10.31, 10.32
97, 8.9993, 10.31, 10.32
98, 8.9997, 10.31, 10.32
99, 8.9999, 10.31, 10.32
100, 8.9998, 10.31, 10.32

