
Network Parameters:
Training data: ./train.csv (7000 examples)
Testing data: ./test.csv (4000 examples)
Network structure: 64-5-10
Learning rate: 0.1
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.8374, 48.24, 48.83
2, 0.5995, 72.84, 72.70
3, 0.4184, 80.60, 80.70
4, 0.3375, 85.34, 84.85
5, 0.2954, 87.53, 86.67
6, 0.2639, 88.26, 87.58
7, 0.2412, 88.57, 87.85
8, 0.2262, 88.79, 87.95
9, 0.2159, 88.97, 88.10
10, 0.2084, 89.19, 88.38
11, 0.2026, 89.33, 88.15
12, 0.1980, 89.46, 88.15
13, 0.1941, 89.54, 88.30
14, 0.1909, 89.61, 88.28
15, 0.1881, 89.69, 88.35
16, 0.1856, 89.71, 88.38
17, 0.1834, 89.80, 88.45
18, 0.1814, 89.79, 88.42
19, 0.1796, 89.80, 88.45
20, 0.1779, 89.81, 88.40
21, 0.1764, 89.84, 88.45
22, 0.1749, 89.90, 88.38
23, 0.1736, 89.87, 88.30
24, 0.1723, 89.91, 88.35
25, 0.1711, 89.97, 88.28
26, 0.1700, 90.06, 88.33
27, 0.1689, 90.04, 88.28
28, 0.1679, 90.20, 88.40
29, 0.1669, 90.31, 88.50
30, 0.1659, 90.50, 88.67
31, 0.1650, 90.51, 88.65
32, 0.1641, 90.50, 88.72
33, 0.1632, 90.56, 88.75
34, 0.1624, 90.67, 88.62
35, 0.1616, 90.69, 88.72
36, 0.1609, 90.76, 88.72
37, 0.1601, 90.81, 88.83
38, 0.1594, 90.87, 88.80
39, 0.1588, 90.93, 88.80
40, 0.1581, 90.93, 88.85
41, 0.1575, 91.00, 88.92
42, 0.1569, 91.03, 88.95
43, 0.1564, 91.03, 88.95
44, 0.1558, 91.07, 89.10
45, 0.1553, 91.06, 89.08
46, 0.1548, 91.03, 89.08
47, 0.1543, 91.06, 89.03
48, 0.1539, 91.04, 89.10
49, 0.1534, 91.10, 89.08
50, 0.1530, 91.11, 89.12
51, 0.1526, 91.17, 89.08
52, 0.1522, 91.17, 89.03
53, 0.1518, 91.09, 89.03
54, 0.1515, 91.14, 89.03
55, 0.1511, 91.11, 88.92
56, 0.1508, 91.14, 88.92
57, 0.1504, 91.14, 88.98
58, 0.1501, 91.14, 88.85
59, 0.1498, 91.19, 88.78
60, 0.1495, 91.20, 88.80
61, 0.1492, 91.24, 88.83
62, 0.1489, 91.30, 88.83
63, 0.1487, 91.27, 88.85
64, 0.1484, 91.29, 88.83
65, 0.1481, 91.30, 88.85
66, 0.1479, 91.27, 88.83
67, 0.1476, 91.30, 88.83
68, 0.1474, 91.31, 88.83
69, 0.1472, 91.34, 88.85
70, 0.1469, 91.39, 88.83
71, 0.1467, 91.47, 88.88
72, 0.1465, 91.47, 88.83
73, 0.1463, 91.50, 88.83
74, 0.1461, 91.50, 88.80
75, 0.1459, 91.47, 88.88
76, 0.1457, 91.50, 88.90
77, 0.1455, 91.50, 88.90
78, 0.1453, 91.44, 88.88
79, 0.1451, 91.46, 88.88
80, 0.1449, 91.44, 88.88
81, 0.1448, 91.44, 88.83
82, 0.1446, 91.50, 88.85
83, 0.1444, 91.51, 88.85
84, 0.1443, 91.50, 88.80
85, 0.1441, 91.51, 88.78
86, 0.1439, 91.50, 88.80
87, 0.1438, 91.49, 88.80
88, 0.1436, 91.49, 88.78
89, 0.1435, 91.53, 88.80
90, 0.1434, 91.51, 88.80
91, 0.1432, 91.51, 88.83
92, 0.1431, 91.53, 88.80
93, 0.1429, 91.53, 88.85
94, 0.1428, 91.50, 88.88
95, 0.1427, 91.46, 88.83
96, 0.1425, 91.46, 88.83
97, 0.1424, 91.46, 88.85
98, 0.1423, 91.47, 88.85
99, 0.1421, 91.51, 88.88
100, 0.1420, 91.53, 88.85

