
Network Parameters:
Training data: ./train.csv (7000 examples)
Testing data: ./test.csv (4000 examples)
Network structure: 64-25-10
Learning rate: 1.0
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.2554, 93.97, 93.70
2, 0.1148, 95.17, 94.60
3, 0.0895, 95.70, 94.88
4, 0.0762, 96.23, 95.30
5, 0.0688, 96.51, 95.45
6, 0.0627, 96.81, 95.62
7, 0.0577, 97.21, 95.60
8, 0.0539, 97.44, 95.83
9, 0.0503, 97.54, 95.90
10, 0.0478, 97.61, 95.80
11, 0.0451, 97.54, 95.67
12, 0.0421, 97.34, 95.50
13, 0.0398, 97.31, 95.45
14, 0.0383, 97.79, 95.55
15, 0.0364, 97.71, 95.43
16, 0.0346, 97.86, 95.47
17, 0.0328, 98.11, 95.70
18, 0.0306, 98.00, 95.55
19, 0.0301, 98.19, 95.88
20, 0.0292, 98.20, 95.88
21, 0.0292, 98.19, 95.78
22, 0.0281, 98.49, 95.90
23, 0.0259, 98.47, 95.93
24, 0.0242, 98.43, 95.80
25, 0.0230, 98.17, 95.62
26, 0.0222, 98.61, 95.97
27, 0.0219, 98.50, 95.90
28, 0.0216, 98.61, 95.90
29, 0.0201, 98.64, 96.00
30, 0.0196, 98.71, 96.05
31, 0.0191, 98.76, 96.05
32, 0.0186, 98.74, 96.03
33, 0.0181, 98.74, 95.95
34, 0.0178, 98.77, 95.95
35, 0.0174, 98.77, 95.95
36, 0.0171, 98.79, 96.03
37, 0.0168, 98.80, 95.93
38, 0.0166, 98.84, 95.95
39, 0.0162, 98.86, 95.90
40, 0.0160, 98.86, 95.90
41, 0.0157, 98.86, 95.95
42, 0.0155, 98.84, 95.93
43, 0.0153, 98.86, 95.88
44, 0.0151, 98.87, 95.83
45, 0.0150, 98.87, 95.88
46, 0.0148, 98.89, 95.83
47, 0.0146, 98.91, 95.78
48, 0.0144, 98.91, 95.70
49, 0.0141, 98.91, 95.78
50, 0.0140, 98.91, 95.75
51, 0.0139, 98.91, 95.75
52, 0.0138, 98.91, 95.78
53, 0.0137, 98.91, 95.80
54, 0.0136, 98.93, 95.78
55, 0.0136, 98.93, 95.78
56, 0.0135, 98.94, 95.80
57, 0.0135, 98.96, 95.78
58, 0.0134, 98.96, 95.78
59, 0.0133, 98.97, 95.73
60, 0.0131, 98.97, 95.75
61, 0.0135, 98.97, 95.78
62, 0.0129, 98.97, 95.73
63, 0.0127, 98.97, 95.73
64, 0.0126, 98.97, 95.80
65, 0.0126, 98.97, 95.80
66, 0.0125, 98.97, 95.80
67, 0.0125, 98.99, 95.83
68, 0.0123, 99.00, 95.80
69, 0.0123, 99.01, 95.78
70, 0.0122, 99.03, 95.78
71, 0.0123, 99.06, 95.75
72, 0.0121, 99.07, 95.75
73, 0.0120, 99.09, 95.78
74, 0.0120, 99.09, 95.67
75, 0.0119, 99.10, 95.78
76, 0.0116, 99.10, 95.80
77, 0.0115, 99.10, 95.78
78, 0.0113, 99.10, 95.80
79, 0.0112, 99.10, 95.78
80, 0.0111, 99.10, 95.78
81, 0.0110, 99.10, 95.78
82, 0.0110, 99.10, 95.80
83, 0.0110, 99.10, 95.83
84, 0.0109, 99.10, 95.88
85, 0.0109, 99.11, 95.85
86, 0.0109, 99.11, 95.85
87, 0.0109, 99.11, 95.90
88, 0.0109, 99.11, 95.90
89, 0.0108, 99.11, 95.93
90, 0.0107, 99.11, 95.93
91, 0.0107, 99.11, 95.93
92, 0.0107, 99.11, 95.95
93, 0.0107, 99.11, 95.95
94, 0.0106, 99.11, 95.95
95, 0.0106, 99.13, 95.95
96, 0.0106, 99.13, 95.95
97, 0.0105, 99.13, 95.95
98, 0.0105, 99.13, 95.93
99, 0.0104, 99.13, 95.93
100, 0.0104, 99.13, 95.93

