
Network Parameters:
Training data: ./train.csv (7000 examples)
Testing data: ./test.csv (4000 examples)
Network structure: 64-30-10
Learning rate: 0.1
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.6046, 87.24, 87.15
2, 0.2613, 91.00, 90.95
3, 0.1903, 92.39, 92.03
4, 0.1596, 93.26, 92.70
5, 0.1413, 93.90, 93.12
6, 0.1286, 94.31, 93.53
7, 0.1191, 94.77, 93.83
8, 0.1115, 94.97, 94.08
9, 0.1052, 95.24, 94.30
10, 0.0998, 95.51, 94.47
11, 0.0951, 95.74, 94.67
12, 0.0909, 95.84, 94.80
13, 0.0872, 95.93, 94.92
14, 0.0838, 95.99, 94.95
15, 0.0808, 96.21, 94.97
16, 0.0780, 96.33, 95.05
17, 0.0755, 96.47, 95.10
18, 0.0731, 96.56, 95.23
19, 0.0710, 96.70, 95.30
20, 0.0690, 96.74, 95.38
21, 0.0672, 96.84, 95.38
22, 0.0655, 96.91, 95.38
23, 0.0639, 97.00, 95.35
24, 0.0624, 97.03, 95.33
25, 0.0610, 97.06, 95.40
26, 0.0597, 97.11, 95.43
27, 0.0584, 97.19, 95.43
28, 0.0573, 97.20, 95.47
29, 0.0562, 97.26, 95.50
30, 0.0551, 97.30, 95.53
31, 0.0541, 97.37, 95.53
32, 0.0531, 97.43, 95.58
33, 0.0522, 97.49, 95.60
34, 0.0513, 97.56, 95.62
35, 0.0505, 97.61, 95.62
36, 0.0496, 97.66, 95.67
37, 0.0488, 97.70, 95.70
38, 0.0480, 97.74, 95.70
39, 0.0473, 97.77, 95.67
40, 0.0466, 97.81, 95.73
41, 0.0459, 97.86, 95.75
42, 0.0452, 97.90, 95.83
43, 0.0445, 97.91, 95.88
44, 0.0439, 97.94, 95.83
45, 0.0433, 97.99, 95.83
46, 0.0427, 98.01, 95.88
47, 0.0421, 98.03, 95.83
48, 0.0415, 98.04, 95.80
49, 0.0409, 98.10, 95.80
50, 0.0404, 98.14, 95.83
51, 0.0399, 98.17, 95.88
52, 0.0393, 98.19, 95.88
53, 0.0388, 98.20, 95.85
54, 0.0383, 98.23, 95.88
55, 0.0379, 98.23, 95.90
56, 0.0374, 98.23, 95.93
57, 0.0369, 98.24, 95.93
58, 0.0365, 98.24, 95.90
59, 0.0361, 98.29, 95.93
60, 0.0356, 98.29, 95.93
61, 0.0352, 98.31, 95.90
62, 0.0348, 98.31, 95.90
63, 0.0344, 98.33, 95.90
64, 0.0341, 98.36, 95.90
65, 0.0337, 98.39, 95.85
66, 0.0333, 98.39, 95.88
67, 0.0330, 98.39, 95.88
68, 0.0326, 98.39, 95.88
69, 0.0323, 98.39, 95.93
70, 0.0319, 98.41, 95.95
71, 0.0316, 98.41, 95.95
72, 0.0313, 98.44, 95.95
73, 0.0310, 98.46, 95.95
74, 0.0306, 98.47, 96.00
75, 0.0303, 98.51, 96.00
76, 0.0300, 98.53, 96.03
77, 0.0298, 98.54, 96.03
78, 0.0295, 98.54, 96.00
79, 0.0292, 98.56, 96.00
80, 0.0289, 98.56, 96.00
81, 0.0287, 98.56, 96.00
82, 0.0284, 98.57, 96.00
83, 0.0282, 98.59, 96.00
84, 0.0279, 98.59, 95.97
85, 0.0277, 98.61, 95.97
86, 0.0275, 98.63, 95.97
87, 0.0272, 98.63, 95.97
88, 0.0270, 98.64, 95.97
89, 0.0268, 98.64, 96.00
90, 0.0266, 98.67, 96.05
91, 0.0264, 98.69, 96.10
92, 0.0261, 98.69, 96.10
93, 0.0259, 98.69, 96.10
94, 0.0257, 98.73, 96.15
95, 0.0255, 98.73, 96.15
96, 0.0253, 98.74, 96.17
97, 0.0251, 98.74, 96.20
98, 0.0250, 98.76, 96.20
99, 0.0248, 98.76, 96.17
100, 0.0246, 98.76, 96.20

