
Network Parameters:
Training data: ./train.csv (7000 examples)
Testing data: ./test.csv (4000 examples)
Network structure: 64-5-10
Learning rate: 0.01
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 1.0028, 15.76, 16.48
2, 0.8950, 18.00, 18.48
3, 0.8911, 23.07, 23.35
4, 0.8850, 27.53, 27.38
5, 0.8749, 29.86, 29.58
6, 0.8588, 29.81, 30.12
7, 0.8367, 32.47, 33.23
8, 0.8137, 37.00, 38.17
9, 0.7916, 42.09, 43.12
10, 0.7685, 47.13, 49.02
11, 0.7423, 52.20, 53.35
12, 0.7122, 56.91, 57.30
13, 0.6797, 59.66, 60.00
14, 0.6474, 62.00, 61.90
15, 0.6172, 63.61, 63.70
16, 0.5899, 65.97, 65.50
17, 0.5655, 67.94, 67.83
18, 0.5436, 70.70, 69.97
19, 0.5237, 73.27, 72.75
20, 0.5052, 75.07, 74.90
21, 0.4879, 75.87, 75.72
22, 0.4715, 76.43, 76.25
23, 0.4563, 76.84, 76.40
24, 0.4424, 77.07, 76.90
25, 0.4298, 77.44, 77.20
26, 0.4185, 77.76, 77.35
27, 0.4082, 78.29, 77.65
28, 0.3989, 78.57, 77.90
29, 0.3903, 78.93, 78.33
30, 0.3824, 79.40, 78.60
31, 0.3750, 79.86, 79.00
32, 0.3681, 80.24, 79.45
33, 0.3616, 80.49, 79.90
34, 0.3555, 80.73, 80.20
35, 0.3496, 80.99, 80.60
36, 0.3440, 81.44, 81.12
37, 0.3387, 81.87, 81.47
38, 0.3335, 82.26, 81.92
39, 0.3285, 82.76, 82.23
40, 0.3236, 83.20, 82.83
41, 0.3188, 83.64, 83.23
42, 0.3142, 84.17, 83.73
43, 0.3097, 84.41, 84.28
44, 0.3053, 84.80, 84.78
45, 0.3009, 85.27, 85.10
46, 0.2967, 85.76, 85.55
47, 0.2926, 86.07, 85.85
48, 0.2886, 86.39, 86.08
49, 0.2847, 86.57, 86.35
50, 0.2809, 86.76, 86.55
51, 0.2772, 86.99, 86.83
52, 0.2737, 87.20, 86.92
53, 0.2702, 87.37, 87.22
54, 0.2669, 87.43, 87.50
55, 0.2637, 87.57, 87.52
56, 0.2606, 87.80, 87.62
57, 0.2577, 87.83, 87.60
58, 0.2548, 87.93, 87.65
59, 0.2520, 87.97, 87.67
60, 0.2494, 88.01, 87.65
61, 0.2468, 88.07, 87.70
62, 0.2443, 88.14, 87.83
63, 0.2420, 88.30, 87.92
64, 0.2397, 88.33, 88.02
65, 0.2375, 88.57, 88.05
66, 0.2354, 88.57, 88.08
67, 0.2333, 88.61, 88.15
68, 0.2314, 88.74, 88.17
69, 0.2295, 88.80, 88.25
70, 0.2277, 88.84, 88.30
71, 0.2259, 88.96, 88.30
72, 0.2242, 89.07, 88.33
73, 0.2226, 89.17, 88.48
74, 0.2210, 89.17, 88.55
75, 0.2194, 89.20, 88.60
76, 0.2180, 89.23, 88.65
77, 0.2165, 89.33, 88.70
78, 0.2151, 89.33, 88.67
79, 0.2138, 89.39, 88.75
80, 0.2125, 89.43, 88.78
81, 0.2112, 89.50, 88.83
82, 0.2100, 89.54, 88.85
83, 0.2088, 89.61, 88.83
84, 0.2077, 89.61, 88.88
85, 0.2065, 89.63, 89.03
86, 0.2054, 89.67, 89.05
87, 0.2044, 89.70, 89.12
88, 0.2034, 89.76, 89.10
89, 0.2024, 89.83, 89.22
90, 0.2014, 89.89, 89.18
91, 0.2004, 89.91, 89.22
92, 0.1995, 89.90, 89.28
93, 0.1986, 89.94, 89.30
94, 0.1977, 89.99, 89.35
95, 0.1969, 90.01, 89.38
96, 0.1960, 90.09, 89.38
97, 0.1952, 90.11, 89.35
98, 0.1944, 90.14, 89.35
99, 0.1937, 90.13, 89.38
100, 0.1929, 90.14, 89.40

