
Network Parameters:
Training data: ./train.csv (7000 examples)
Testing data: ./test.csv (4000 examples)
Network structure: 64-15-10
Learning rate: 0.01
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.9286, 30.04, 27.60
2, 0.8703, 42.67, 40.90
3, 0.8438, 50.31, 49.28
4, 0.8029, 56.36, 56.33
5, 0.7472, 63.36, 63.90
6, 0.6807, 71.26, 71.83
7, 0.6109, 77.13, 78.12
8, 0.5458, 81.37, 82.15
9, 0.4895, 84.00, 84.70
10, 0.4422, 85.71, 86.33
11, 0.4025, 86.93, 87.45
12, 0.3691, 87.77, 88.30
13, 0.3410, 88.64, 88.92
14, 0.3173, 88.96, 89.25
15, 0.2974, 89.46, 89.38
16, 0.2805, 89.90, 89.72
17, 0.2660, 90.13, 89.83
18, 0.2535, 90.43, 90.05
19, 0.2427, 90.61, 90.38
20, 0.2332, 90.96, 90.65
21, 0.2248, 91.27, 90.75
22, 0.2173, 91.43, 90.92
23, 0.2105, 91.64, 91.07
24, 0.2044, 91.90, 91.22
25, 0.1988, 92.07, 91.42
26, 0.1938, 92.20, 91.57
27, 0.1891, 92.29, 91.70
28, 0.1847, 92.44, 91.77
29, 0.1807, 92.51, 91.80
30, 0.1770, 92.66, 91.85
31, 0.1735, 92.83, 91.95
32, 0.1702, 92.94, 92.00
33, 0.1671, 93.04, 92.07
34, 0.1642, 93.13, 92.30
35, 0.1614, 93.29, 92.42
36, 0.1588, 93.34, 92.47
37, 0.1564, 93.43, 92.58
38, 0.1540, 93.51, 92.58
39, 0.1518, 93.59, 92.62
40, 0.1496, 93.67, 92.73
41, 0.1476, 93.71, 92.85
42, 0.1456, 93.74, 92.88
43, 0.1438, 93.81, 92.97
44, 0.1420, 93.93, 92.97
45, 0.1402, 93.99, 93.10
46, 0.1386, 94.04, 93.08
47, 0.1370, 94.01, 93.20
48, 0.1355, 94.06, 93.25
49, 0.1340, 94.11, 93.27
50, 0.1326, 94.17, 93.35
51, 0.1312, 94.23, 93.38
52, 0.1298, 94.27, 93.38
53, 0.1286, 94.30, 93.40
54, 0.1273, 94.30, 93.40
55, 0.1261, 94.39, 93.45
56, 0.1249, 94.41, 93.45
57, 0.1238, 94.51, 93.50
58, 0.1227, 94.57, 93.53
59, 0.1216, 94.63, 93.58
60, 0.1206, 94.66, 93.65
61, 0.1196, 94.69, 93.70
62, 0.1186, 94.69, 93.75
63, 0.1177, 94.71, 93.77
64, 0.1167, 94.71, 93.85
65, 0.1158, 94.74, 93.85
66, 0.1150, 94.84, 93.90
67, 0.1141, 94.90, 93.97
68, 0.1133, 94.97, 94.00
69, 0.1125, 95.03, 94.03
70, 0.1117, 95.06, 94.03
71, 0.1109, 95.07, 94.05
72, 0.1102, 95.10, 94.03
73, 0.1094, 95.11, 94.00
74, 0.1087, 95.14, 94.05
75, 0.1080, 95.16, 94.08
76, 0.1073, 95.13, 94.10
77, 0.1067, 95.14, 94.12
78, 0.1060, 95.19, 94.17
79, 0.1054, 95.19, 94.23
80, 0.1047, 95.23, 94.25
81, 0.1041, 95.26, 94.25
82, 0.1035, 95.24, 94.25
83, 0.1029, 95.27, 94.25
84, 0.1024, 95.30, 94.27
85, 0.1018, 95.31, 94.27
86, 0.1013, 95.33, 94.27
87, 0.1007, 95.33, 94.30
88, 0.1002, 95.33, 94.33
89, 0.0997, 95.39, 94.35
90, 0.0992, 95.43, 94.38
91, 0.0987, 95.44, 94.38
92, 0.0982, 95.46, 94.38
93, 0.0977, 95.49, 94.38
94, 0.0972, 95.53, 94.35
95, 0.0967, 95.53, 94.40
96, 0.0963, 95.56, 94.42
97, 0.0958, 95.56, 94.42
98, 0.0954, 95.56, 94.42
99, 0.0950, 95.61, 94.42
100, 0.0945, 95.64, 94.42

