
Network Parameters:
Training data: ./train.csv (7000 examples)
Testing data: ./test.csv (4000 examples)
Network structure: 64-15-10
Learning rate: 0.1
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.7281, 74.41, 74.65
2, 0.3570, 88.99, 89.22
3, 0.2254, 91.79, 91.15
4, 0.1745, 92.50, 92.03
5, 0.1494, 93.26, 92.70
6, 0.1340, 93.73, 93.15
7, 0.1232, 94.23, 93.45
8, 0.1151, 94.47, 93.80
9, 0.1087, 94.64, 94.00
10, 0.1035, 94.93, 94.10
11, 0.0991, 95.14, 94.27
12, 0.0953, 95.41, 94.40
13, 0.0920, 95.64, 94.42
14, 0.0891, 95.76, 94.47
15, 0.0864, 95.83, 94.53
16, 0.0841, 95.91, 94.60
17, 0.0819, 96.07, 94.60
18, 0.0800, 96.16, 94.62
19, 0.0782, 96.24, 94.67
20, 0.0765, 96.31, 94.70
21, 0.0749, 96.37, 94.67
22, 0.0735, 96.39, 94.65
23, 0.0721, 96.50, 94.77
24, 0.0708, 96.53, 94.88
25, 0.0696, 96.59, 94.90
26, 0.0685, 96.63, 94.88
27, 0.0674, 96.69, 94.88
28, 0.0663, 96.74, 94.95
29, 0.0653, 96.77, 94.97
30, 0.0644, 96.81, 94.95
31, 0.0635, 96.80, 94.97
32, 0.0627, 96.81, 94.97
33, 0.0618, 96.87, 94.97
34, 0.0611, 96.96, 95.05
35, 0.0603, 96.96, 95.12
36, 0.0596, 96.97, 95.20
37, 0.0589, 96.99, 95.20
38, 0.0583, 97.07, 95.17
39, 0.0576, 97.09, 95.17
40, 0.0570, 97.13, 95.17
41, 0.0564, 97.17, 95.20
42, 0.0558, 97.20, 95.20
43, 0.0553, 97.24, 95.20
44, 0.0547, 97.30, 95.15
45, 0.0542, 97.34, 95.20
46, 0.0537, 97.39, 95.28
47, 0.0532, 97.41, 95.25
48, 0.0527, 97.44, 95.23
49, 0.0523, 97.46, 95.25
50, 0.0518, 97.46, 95.23
51, 0.0514, 97.47, 95.23
52, 0.0510, 97.50, 95.23
53, 0.0505, 97.53, 95.23
54, 0.0501, 97.54, 95.23
55, 0.0497, 97.54, 95.23
56, 0.0494, 97.57, 95.23
57, 0.0490, 97.57, 95.23
58, 0.0486, 97.60, 95.28
59, 0.0483, 97.60, 95.28
60, 0.0479, 97.61, 95.28
61, 0.0476, 97.64, 95.25
62, 0.0472, 97.69, 95.23
63, 0.0469, 97.66, 95.25
64, 0.0466, 97.67, 95.25
65, 0.0463, 97.69, 95.25
66, 0.0460, 97.69, 95.28
67, 0.0457, 97.70, 95.30
68, 0.0454, 97.73, 95.33
69, 0.0451, 97.77, 95.35
70, 0.0448, 97.77, 95.33
71, 0.0445, 97.83, 95.33
72, 0.0443, 97.84, 95.35
73, 0.0440, 97.90, 95.38
74, 0.0437, 97.91, 95.40
75, 0.0435, 97.96, 95.40
76, 0.0432, 97.96, 95.40
77, 0.0430, 97.97, 95.40
78, 0.0427, 97.99, 95.40
79, 0.0425, 97.99, 95.40
80, 0.0423, 98.00, 95.43
81, 0.0420, 98.00, 95.47
82, 0.0418, 98.01, 95.43
83, 0.0416, 98.03, 95.45
84, 0.0413, 98.04, 95.45
85, 0.0411, 98.03, 95.43
86, 0.0409, 98.04, 95.40
87, 0.0407, 98.06, 95.38
88, 0.0404, 98.06, 95.38
89, 0.0402, 98.06, 95.38
90, 0.0400, 98.06, 95.35
91, 0.0398, 98.06, 95.35
92, 0.0396, 98.06, 95.35
93, 0.0394, 98.07, 95.38
94, 0.0392, 98.09, 95.43
95, 0.0390, 98.10, 95.47
96, 0.0388, 98.10, 95.45
97, 0.0386, 98.11, 95.45
98, 0.0384, 98.11, 95.45
99, 0.0382, 98.13, 95.47
100, 0.0380, 98.14, 95.45

