
Network Parameters:
Training data: ./train.csv (3500 examples)
Testing data: ./test.csv (2000 examples)
Network structure: 64-20-10
Learning rate: 0.01
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 1.0018, 16.06, 15.75
2, 0.8916, 21.20, 21.50
3, 0.8791, 25.37, 26.30
4, 0.8636, 28.06, 29.35
5, 0.8443, 32.17, 33.35
6, 0.8207, 38.06, 38.25
7, 0.7935, 45.77, 45.40
8, 0.7635, 52.74, 53.05
9, 0.7315, 58.91, 58.75
10, 0.6981, 65.63, 64.25
11, 0.6638, 70.86, 69.85
12, 0.6293, 74.89, 74.45
13, 0.5952, 77.51, 77.65
14, 0.5619, 79.69, 80.30
15, 0.5299, 81.77, 82.20
16, 0.4995, 83.09, 83.20
17, 0.4712, 84.46, 84.20
18, 0.4452, 85.37, 85.05
19, 0.4216, 86.00, 85.95
20, 0.4005, 86.69, 86.40
21, 0.3817, 87.14, 86.80
22, 0.3649, 87.49, 87.25
23, 0.3499, 87.71, 87.80
24, 0.3364, 87.83, 88.15
25, 0.3243, 88.09, 88.30
26, 0.3134, 88.31, 88.50
27, 0.3034, 88.63, 88.85
28, 0.2943, 88.89, 89.05
29, 0.2860, 89.06, 89.10
30, 0.2783, 89.20, 89.35
31, 0.2711, 89.46, 89.65
32, 0.2645, 89.69, 90.00
33, 0.2583, 89.74, 90.35
34, 0.2525, 89.94, 90.50
35, 0.2470, 90.20, 90.55
36, 0.2419, 90.43, 90.85
37, 0.2371, 90.60, 90.85
38, 0.2326, 90.66, 90.90
39, 0.2283, 90.77, 91.05
40, 0.2242, 90.86, 91.10
41, 0.2204, 90.91, 91.15
42, 0.2168, 91.06, 91.25
43, 0.2133, 91.26, 91.30
44, 0.2100, 91.34, 91.30
45, 0.2069, 91.49, 91.30
46, 0.2039, 91.63, 91.35
47, 0.2011, 91.80, 91.40
48, 0.1984, 91.89, 91.40
49, 0.1958, 92.00, 91.40
50, 0.1933, 92.03, 91.45
51, 0.1909, 92.20, 91.55
52, 0.1885, 92.23, 91.70
53, 0.1863, 92.31, 91.80
54, 0.1842, 92.43, 91.90
55, 0.1821, 92.46, 91.95
56, 0.1801, 92.49, 91.95
57, 0.1782, 92.54, 92.10
58, 0.1763, 92.66, 92.10
59, 0.1745, 92.71, 92.20
60, 0.1728, 92.86, 92.25
61, 0.1711, 92.94, 92.35
62, 0.1694, 92.97, 92.40
63, 0.1679, 93.03, 92.45
64, 0.1663, 93.06, 92.45
65, 0.1648, 93.11, 92.50
66, 0.1633, 93.11, 92.70
67, 0.1619, 93.11, 92.65
68, 0.1605, 93.09, 92.65
69, 0.1592, 93.17, 92.70
70, 0.1579, 93.20, 92.70
71, 0.1566, 93.23, 92.75
72, 0.1554, 93.31, 92.75
73, 0.1541, 93.31, 92.70
74, 0.1529, 93.34, 92.65
75, 0.1518, 93.31, 92.65
76, 0.1506, 93.40, 92.65
77, 0.1495, 93.46, 92.60
78, 0.1485, 93.46, 92.65
79, 0.1474, 93.49, 92.65
80, 0.1464, 93.49, 92.65
81, 0.1453, 93.57, 92.60
82, 0.1443, 93.57, 92.65
83, 0.1434, 93.57, 92.70
84, 0.1424, 93.63, 92.70
85, 0.1415, 93.66, 92.80
86, 0.1406, 93.71, 92.85
87, 0.1397, 93.77, 92.80
88, 0.1388, 93.86, 92.80
89, 0.1379, 93.86, 92.85
90, 0.1371, 93.89, 92.85
91, 0.1362, 93.94, 92.85
92, 0.1354, 94.03, 92.95
93, 0.1346, 94.03, 93.05
94, 0.1338, 94.11, 93.15
95, 0.1330, 94.14, 93.15
96, 0.1323, 94.23, 93.15
97, 0.1315, 94.26, 93.20
98, 0.1308, 94.31, 93.25
99, 0.1301, 94.37, 93.25
100, 0.1294, 94.37, 93.20

