
Network Parameters:
Training data: ./train.csv (3500 examples)
Testing data: ./test.csv (2000 examples)
Network structure: 64-15-10
Learning rate: 0.5
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.5465, 88.43, 88.80
2, 0.2083, 92.89, 92.35
3, 0.1527, 93.83, 93.20
4, 0.1295, 94.54, 93.75
5, 0.1150, 94.91, 93.80
6, 0.1046, 95.34, 94.10
7, 0.0966, 95.51, 94.25
8, 0.0901, 95.86, 94.45
9, 0.0846, 95.86, 94.30
10, 0.0799, 95.94, 94.45
11, 0.0757, 96.11, 94.45
12, 0.0721, 96.17, 94.50
13, 0.0688, 96.17, 94.60
14, 0.0659, 96.14, 94.60
15, 0.0633, 96.26, 94.70
16, 0.0609, 96.34, 94.75
17, 0.0585, 96.34, 94.75
18, 0.0564, 96.51, 94.85
19, 0.0546, 96.57, 94.90
20, 0.0531, 96.63, 94.85
21, 0.0514, 96.71, 94.70
22, 0.0496, 96.74, 94.55
23, 0.0482, 96.86, 94.70
24, 0.0468, 97.00, 94.75
25, 0.0455, 97.03, 94.80
26, 0.0443, 97.14, 94.90
27, 0.0430, 97.26, 94.90
28, 0.0418, 97.31, 94.85
29, 0.0408, 97.31, 94.75
30, 0.0395, 97.37, 94.80
31, 0.0385, 97.51, 94.90
32, 0.0376, 97.63, 95.00
33, 0.0368, 97.80, 95.00
34, 0.0360, 97.80, 95.00
35, 0.0352, 97.86, 95.10
36, 0.0346, 98.06, 95.15
37, 0.0340, 98.09, 95.10
38, 0.0334, 98.09, 95.10
39, 0.0328, 98.06, 95.25
40, 0.0322, 98.06, 95.20
41, 0.0317, 98.11, 95.30
42, 0.0312, 98.11, 95.30
43, 0.0308, 98.14, 95.40
44, 0.0304, 98.20, 95.40
45, 0.0300, 98.17, 95.40
46, 0.0297, 98.20, 95.45
47, 0.0293, 98.20, 95.40
48, 0.0289, 98.23, 95.30
49, 0.0286, 98.23, 95.30
50, 0.0282, 98.23, 95.30
51, 0.0279, 98.20, 95.30
52, 0.0276, 98.20, 95.30
53, 0.0273, 98.26, 95.35
54, 0.0270, 98.23, 95.35
55, 0.0267, 98.23, 95.25
56, 0.0265, 98.23, 95.25
57, 0.0262, 98.23, 95.25
58, 0.0259, 98.23, 95.35
59, 0.0256, 98.29, 95.35
60, 0.0253, 98.29, 95.30
61, 0.0251, 98.31, 95.30
62, 0.0249, 98.34, 95.25
63, 0.0247, 98.34, 95.25
64, 0.0245, 98.37, 95.20
65, 0.0243, 98.37, 95.20
66, 0.0241, 98.37, 95.15
67, 0.0239, 98.46, 95.15
68, 0.0235, 98.43, 95.20
69, 0.0232, 98.43, 95.10
70, 0.0230, 98.54, 95.10
71, 0.0229, 98.51, 95.10
72, 0.0226, 98.54, 95.10
73, 0.0223, 98.57, 95.20
74, 0.0220, 98.54, 95.15
75, 0.0218, 98.54, 94.95
76, 0.0215, 98.57, 95.00
77, 0.0213, 98.57, 95.05
78, 0.0211, 98.60, 95.05
79, 0.0210, 98.60, 95.05
80, 0.0209, 98.60, 95.05
81, 0.0207, 98.60, 95.00
82, 0.0206, 98.60, 95.05
83, 0.0205, 98.60, 95.15
84, 0.0204, 98.60, 95.10
85, 0.0203, 98.63, 95.10
86, 0.0202, 98.66, 95.00
87, 0.0201, 98.66, 94.90
88, 0.0200, 98.66, 94.90
89, 0.0198, 98.66, 95.00
90, 0.0196, 98.66, 95.00
91, 0.0195, 98.69, 95.05
92, 0.0194, 98.69, 95.10
93, 0.0193, 98.69, 95.10
94, 0.0192, 98.69, 95.15
95, 0.0190, 98.71, 95.15
96, 0.0188, 98.71, 95.15
97, 0.0187, 98.71, 95.15
98, 0.0185, 98.74, 95.15
99, 0.0184, 98.74, 95.15
100, 0.0183, 98.74, 95.25

