
Network Parameters:
Training data: ./train.csv (3500 examples)
Testing data: ./test.csv (2000 examples)
Network structure: 64-15-10
Learning rate: 0.01
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 1.0170, 16.17, 16.75
2, 0.8924, 23.00, 23.25
3, 0.8816, 25.91, 24.85
4, 0.8687, 28.26, 26.90
5, 0.8525, 31.94, 30.25
6, 0.8328, 35.54, 33.50
7, 0.8099, 38.74, 36.55
8, 0.7848, 42.31, 40.75
9, 0.7586, 47.86, 45.25
10, 0.7314, 53.83, 52.05
11, 0.7034, 59.86, 57.30
12, 0.6743, 64.89, 63.45
13, 0.6445, 69.17, 68.00
14, 0.6143, 72.63, 71.65
15, 0.5845, 75.23, 74.70
16, 0.5558, 77.54, 77.05
17, 0.5288, 79.06, 78.30
18, 0.5036, 80.51, 79.25
19, 0.4805, 81.80, 80.60
20, 0.4593, 82.74, 81.30
21, 0.4398, 83.60, 81.70
22, 0.4219, 84.46, 82.05
23, 0.4052, 85.06, 82.40
24, 0.3898, 85.71, 83.15
25, 0.3754, 86.20, 84.05
26, 0.3620, 86.69, 84.25
27, 0.3494, 87.00, 84.90
28, 0.3377, 87.43, 85.50
29, 0.3268, 87.77, 85.90
30, 0.3166, 88.11, 86.25
31, 0.3072, 88.34, 86.60
32, 0.2983, 88.80, 86.80
33, 0.2901, 89.09, 87.00
34, 0.2824, 89.31, 87.15
35, 0.2753, 89.37, 87.35
36, 0.2686, 89.49, 87.65
37, 0.2623, 89.51, 87.80
38, 0.2565, 89.69, 88.00
39, 0.2509, 89.66, 88.10
40, 0.2458, 89.89, 88.40
41, 0.2409, 90.00, 88.60
42, 0.2363, 90.11, 88.85
43, 0.2319, 90.20, 89.00
44, 0.2278, 90.23, 89.10
45, 0.2239, 90.31, 89.15
46, 0.2202, 90.43, 89.35
47, 0.2166, 90.51, 89.45
48, 0.2133, 90.71, 89.55
49, 0.2101, 90.71, 89.60
50, 0.2070, 90.83, 89.65
51, 0.2041, 90.94, 89.65
52, 0.2013, 91.00, 89.95
53, 0.1986, 91.06, 89.90
54, 0.1960, 91.23, 90.00
55, 0.1935, 91.40, 90.15
56, 0.1911, 91.46, 90.15
57, 0.1888, 91.54, 90.35
58, 0.1865, 91.63, 90.40
59, 0.1843, 91.80, 90.45
60, 0.1822, 91.86, 90.40
61, 0.1801, 92.06, 90.45
62, 0.1781, 92.06, 90.60
63, 0.1761, 92.20, 90.65
64, 0.1741, 92.43, 90.90
65, 0.1721, 92.71, 91.10
66, 0.1700, 93.00, 91.30
67, 0.1680, 93.17, 91.40
68, 0.1659, 93.20, 91.35
69, 0.1637, 93.34, 91.35
70, 0.1617, 93.46, 91.40
71, 0.1596, 93.60, 91.40
72, 0.1578, 93.66, 91.50
73, 0.1560, 93.71, 91.40
74, 0.1543, 93.80, 91.35
75, 0.1528, 93.80, 91.40
76, 0.1513, 93.83, 91.40
77, 0.1499, 93.86, 91.55
78, 0.1485, 93.97, 91.60
79, 0.1472, 94.03, 91.75
80, 0.1460, 94.11, 91.85
81, 0.1447, 94.14, 91.85
82, 0.1435, 94.23, 91.80
83, 0.1424, 94.29, 91.85
84, 0.1412, 94.29, 92.00
85, 0.1402, 94.29, 92.00
86, 0.1391, 94.31, 92.00
87, 0.1380, 94.31, 92.05
88, 0.1370, 94.34, 92.05
89, 0.1360, 94.37, 92.05
90, 0.1351, 94.43, 92.10
91, 0.1341, 94.49, 92.10
92, 0.1332, 94.54, 92.10
93, 0.1323, 94.54, 92.20
94, 0.1314, 94.60, 92.20
95, 0.1305, 94.60, 92.25
96, 0.1297, 94.60, 92.25
97, 0.1288, 94.63, 92.35
98, 0.1280, 94.66, 92.35
99, 0.1272, 94.71, 92.35
100, 0.1264, 94.74, 92.40

