
Network Parameters:
Training data: ./train.csv (3500 examples)
Testing data: ./test.csv (2000 examples)
Network structure: 64-10-10
Learning rate: 1.0
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.4101, 88.83, 89.05
2, 0.1666, 92.37, 92.15
3, 0.1350, 92.29, 92.00
4, 0.1205, 92.83, 92.10
5, 0.1095, 94.23, 93.70
6, 0.1009, 94.37, 93.70
7, 0.0927, 93.69, 92.70
8, 0.0879, 94.31, 92.85
9, 0.0863, 93.37, 92.10
10, 0.0840, 95.60, 93.90
11, 0.0798, 94.94, 93.70
12, 0.0745, 95.34, 93.95
13, 0.0729, 95.09, 92.70
14, 0.0670, 95.89, 93.85
15, 0.0639, 95.40, 93.00
16, 0.0646, 93.86, 91.65
17, 0.0621, 96.06, 93.55
18, 0.0580, 96.31, 93.85
19, 0.0577, 95.60, 92.95
20, 0.0580, 95.89, 93.05
21, 0.0588, 92.63, 90.35
22, 0.0582, 96.63, 93.95
23, 0.0578, 96.51, 93.65
24, 0.0582, 96.49, 93.60
25, 0.0536, 95.66, 92.90
26, 0.0575, 96.49, 93.30
27, 0.0555, 96.17, 93.45
28, 0.0515, 96.91, 93.55
29, 0.0498, 96.71, 93.85
30, 0.0497, 96.26, 93.15
31, 0.0499, 96.71, 93.85
32, 0.0528, 96.09, 92.60
33, 0.0516, 96.94, 93.55
34, 0.0464, 96.91, 93.75
35, 0.0452, 97.03, 93.55
36, 0.0461, 95.91, 92.90
37, 0.0450, 96.77, 93.20
38, 0.0482, 97.26, 94.05
39, 0.0463, 97.03, 93.45
40, 0.0461, 94.66, 91.55
41, 0.0460, 96.26, 92.50
42, 0.0420, 96.63, 93.55
43, 0.0422, 95.14, 91.75
44, 0.0413, 97.63, 93.55
45, 0.0426, 96.26, 92.30
46, 0.0418, 97.60, 93.50
47, 0.0400, 97.37, 93.30
48, 0.0369, 97.23, 93.05
49, 0.0367, 96.54, 92.90
50, 0.0358, 97.46, 92.85
51, 0.0373, 95.26, 91.50
52, 0.0380, 97.26, 93.30
53, 0.0357, 97.14, 93.50
54, 0.0349, 96.97, 93.30
55, 0.0332, 97.29, 93.15
56, 0.0350, 97.17, 92.75
57, 0.0378, 97.14, 93.15
58, 0.0399, 97.20, 93.15
59, 0.0403, 96.77, 93.00
60, 0.0375, 97.23, 93.25
61, 0.0363, 97.20, 93.35
62, 0.0412, 96.66, 92.95
63, 0.0376, 97.43, 93.30
64, 0.0369, 97.51, 93.15
65, 0.0351, 96.71, 92.35
66, 0.0330, 96.17, 92.65
67, 0.0362, 97.26, 93.25
68, 0.0345, 97.43, 93.05
69, 0.0321, 97.11, 93.15
70, 0.0324, 97.29, 93.00
71, 0.0308, 97.57, 93.15
72, 0.0319, 97.14, 92.80
73, 0.0285, 97.54, 93.15
74, 0.0295, 96.71, 92.50
75, 0.0313, 97.20, 93.05
76, 0.0301, 96.26, 92.05
77, 0.0323, 96.83, 92.35
78, 0.0310, 97.26, 93.20
79, 0.0295, 97.14, 92.90
80, 0.0277, 97.43, 93.20
81, 0.0300, 97.29, 93.20
82, 0.0305, 97.14, 92.85
83, 0.0292, 96.74, 92.80
84, 0.0295, 97.43, 93.15
85, 0.0279, 97.40, 93.30
86, 0.0281, 97.63, 93.10
87, 0.0273, 97.40, 93.25
88, 0.0278, 97.69, 93.20
89, 0.0270, 97.80, 93.15
90, 0.0255, 97.49, 93.20
91, 0.0244, 97.57, 93.10
92, 0.0245, 97.20, 92.75
93, 0.0267, 97.43, 92.95
94, 0.0254, 97.63, 93.25
95, 0.0246, 97.63, 93.25
96, 0.0239, 97.54, 93.00
97, 0.0242, 97.57, 93.20
98, 0.0239, 97.60, 93.15
99, 0.0309, 96.54, 92.45
100, 0.0319, 97.63, 92.30

