
Network Parameters:
Training data: ./train.csv (3500 examples)
Testing data: ./test.csv (2000 examples)
Network structure: 64-30-10
Learning rate: 0.1
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.7576, 70.80, 71.45
2, 0.4457, 86.77, 86.95
3, 0.3084, 89.63, 89.85
4, 0.2422, 91.06, 90.70
5, 0.2059, 91.89, 91.35
6, 0.1829, 93.09, 91.95
7, 0.1662, 93.57, 92.25
8, 0.1532, 93.94, 92.45
9, 0.1426, 94.40, 92.75
10, 0.1338, 94.63, 93.15
11, 0.1262, 94.89, 93.20
12, 0.1197, 95.17, 93.30
13, 0.1140, 95.40, 93.55
14, 0.1089, 95.54, 93.70
15, 0.1044, 95.60, 93.85
16, 0.1004, 95.71, 94.05
17, 0.0967, 95.91, 94.25
18, 0.0933, 96.00, 94.45
19, 0.0902, 96.14, 94.65
20, 0.0873, 96.29, 94.80
21, 0.0846, 96.34, 94.80
22, 0.0821, 96.37, 94.90
23, 0.0798, 96.40, 94.90
24, 0.0776, 96.51, 94.95
25, 0.0756, 96.71, 95.00
26, 0.0736, 96.80, 95.00
27, 0.0718, 96.89, 95.10
28, 0.0701, 96.97, 95.10
29, 0.0684, 97.14, 95.25
30, 0.0668, 97.23, 95.20
31, 0.0653, 97.26, 95.25
32, 0.0639, 97.29, 95.30
33, 0.0625, 97.31, 95.30
34, 0.0612, 97.34, 95.35
35, 0.0600, 97.46, 95.30
36, 0.0588, 97.46, 95.30
37, 0.0576, 97.49, 95.35
38, 0.0565, 97.54, 95.40
39, 0.0554, 97.60, 95.40
40, 0.0544, 97.66, 95.45
41, 0.0534, 97.69, 95.50
42, 0.0524, 97.69, 95.50
43, 0.0515, 97.74, 95.50
44, 0.0506, 97.77, 95.60
45, 0.0497, 97.77, 95.65
46, 0.0489, 97.77, 95.65
47, 0.0481, 97.80, 95.70
48, 0.0473, 97.89, 95.70
49, 0.0466, 98.00, 95.70
50, 0.0458, 98.03, 95.60
51, 0.0451, 98.03, 95.60
52, 0.0444, 98.03, 95.60
53, 0.0438, 98.06, 95.60
54, 0.0431, 98.09, 95.65
55, 0.0425, 98.09, 95.70
56, 0.0419, 98.09, 95.75
57, 0.0413, 98.11, 95.75
58, 0.0407, 98.11, 95.75
59, 0.0401, 98.17, 95.70
60, 0.0396, 98.20, 95.70
61, 0.0390, 98.20, 95.75
62, 0.0385, 98.20, 95.75
63, 0.0380, 98.20, 95.75
64, 0.0375, 98.23, 95.75
65, 0.0371, 98.26, 95.75
66, 0.0366, 98.29, 95.75
67, 0.0361, 98.34, 95.75
68, 0.0357, 98.34, 95.75
69, 0.0353, 98.34, 95.75
70, 0.0349, 98.34, 95.75
71, 0.0345, 98.34, 95.75
72, 0.0341, 98.34, 95.75
73, 0.0337, 98.34, 95.75
74, 0.0333, 98.34, 95.75
75, 0.0330, 98.37, 95.80
76, 0.0326, 98.37, 95.80
77, 0.0323, 98.37, 95.80
78, 0.0319, 98.40, 95.80
79, 0.0316, 98.43, 95.80
80, 0.0313, 98.43, 95.75
81, 0.0310, 98.46, 95.75
82, 0.0307, 98.49, 95.75
83, 0.0304, 98.51, 95.75
84, 0.0301, 98.51, 95.85
85, 0.0298, 98.51, 95.80
86, 0.0295, 98.57, 95.85
87, 0.0292, 98.60, 95.90
88, 0.0290, 98.60, 95.95
89, 0.0287, 98.60, 96.00
90, 0.0284, 98.60, 96.00
91, 0.0282, 98.60, 96.05
92, 0.0279, 98.60, 96.05
93, 0.0277, 98.60, 96.10
94, 0.0274, 98.60, 96.10
95, 0.0272, 98.60, 96.10
96, 0.0270, 98.60, 96.10
97, 0.0267, 98.60, 96.05
98, 0.0265, 98.60, 96.05
99, 0.0262, 98.60, 96.00
100, 0.0260, 98.60, 96.05

