
Network Parameters:
Training data: ./train.csv (3500 examples)
Testing data: ./test.csv (2000 examples)
Network structure: 64-5-10
Learning rate: 0.1
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.9113, 29.77, 29.45
2, 0.8376, 42.20, 42.00
3, 0.7321, 51.40, 49.95
4, 0.6464, 63.06, 61.00
5, 0.5576, 70.40, 69.55
6, 0.4726, 75.63, 74.35
7, 0.4148, 78.43, 76.75
8, 0.3745, 79.86, 77.50
9, 0.3439, 81.06, 78.35
10, 0.3200, 82.86, 80.45
11, 0.3006, 84.66, 82.20
12, 0.2834, 86.09, 83.70
13, 0.2677, 87.34, 84.60
14, 0.2537, 88.00, 85.40
15, 0.2419, 88.49, 85.60
16, 0.2320, 88.97, 85.95
17, 0.2239, 89.34, 86.40
18, 0.2172, 89.54, 86.90
19, 0.2114, 89.83, 87.00
20, 0.2064, 89.89, 87.10
21, 0.2020, 89.83, 87.30
22, 0.1981, 90.03, 87.35
23, 0.1946, 90.06, 87.35
24, 0.1914, 90.11, 87.55
25, 0.1885, 90.17, 87.50
26, 0.1857, 90.23, 87.50
27, 0.1832, 90.29, 87.45
28, 0.1809, 90.34, 87.60
29, 0.1787, 90.37, 87.85
30, 0.1766, 90.46, 87.90
31, 0.1747, 90.51, 88.00
32, 0.1729, 90.77, 88.00
33, 0.1712, 90.74, 88.05
34, 0.1695, 90.71, 88.15
35, 0.1680, 90.66, 88.25
36, 0.1665, 90.77, 88.15
37, 0.1651, 90.91, 88.20
38, 0.1638, 90.94, 88.20
39, 0.1626, 91.11, 88.20
40, 0.1614, 91.23, 88.10
41, 0.1602, 91.31, 88.15
42, 0.1591, 91.46, 88.25
43, 0.1581, 91.54, 88.25
44, 0.1571, 91.54, 88.20
45, 0.1561, 91.51, 88.25
46, 0.1552, 91.57, 88.20
47, 0.1543, 91.66, 88.20
48, 0.1534, 91.66, 88.10
49, 0.1526, 91.63, 88.25
50, 0.1518, 91.66, 88.40
51, 0.1510, 91.71, 88.25
52, 0.1503, 91.74, 88.45
53, 0.1495, 91.74, 88.30
54, 0.1488, 91.74, 88.25
55, 0.1481, 91.71, 88.25
56, 0.1475, 91.83, 88.20
57, 0.1468, 91.91, 88.30
58, 0.1462, 91.91, 88.40
59, 0.1455, 91.91, 88.50
60, 0.1449, 91.89, 88.55
61, 0.1443, 91.94, 88.55
62, 0.1437, 91.97, 88.55
63, 0.1432, 92.03, 88.55
64, 0.1426, 92.06, 88.60
65, 0.1421, 92.00, 88.45
66, 0.1416, 92.00, 88.40
67, 0.1410, 92.06, 88.55
68, 0.1405, 92.09, 88.55
69, 0.1400, 92.09, 88.55
70, 0.1395, 92.17, 88.55
71, 0.1390, 92.26, 88.55
72, 0.1386, 92.29, 88.65
73, 0.1381, 92.31, 88.65
74, 0.1376, 92.29, 88.65
75, 0.1371, 92.31, 88.65
76, 0.1367, 92.29, 88.70
77, 0.1362, 92.26, 88.70
78, 0.1358, 92.26, 88.75
79, 0.1354, 92.26, 88.75
80, 0.1350, 92.26, 88.70
81, 0.1345, 92.23, 88.75
82, 0.1341, 92.23, 88.75
83, 0.1337, 92.29, 88.80
84, 0.1334, 92.23, 88.80
85, 0.1330, 92.23, 88.85
86, 0.1326, 92.20, 88.95
87, 0.1323, 92.14, 88.95
88, 0.1319, 92.14, 88.95
89, 0.1316, 92.26, 88.95
90, 0.1313, 92.23, 88.90
91, 0.1310, 92.20, 88.95
92, 0.1307, 92.20, 89.00
93, 0.1304, 92.17, 88.90
94, 0.1301, 92.17, 88.90
95, 0.1299, 92.20, 88.95
96, 0.1296, 92.17, 88.95
97, 0.1293, 92.17, 88.95
98, 0.1291, 92.11, 88.95
99, 0.1289, 92.11, 89.00
100, 0.1286, 92.14, 89.00

