
Network Parameters:
Training data: ./train.csv (3500 examples)
Testing data: ./test.csv (2000 examples)
Network structure: 64-25-10
Learning rate: 1.0
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 10.2412, 10.14, 10.30
2, 10.2354, 10.14, 10.30
3, 10.2354, 10.14, 10.30
4, 10.2354, 10.14, 10.30
5, 10.2354, 10.14, 10.30
6, 10.2354, 10.14, 10.30
7, 10.2354, 10.14, 10.30
8, 10.2354, 10.14, 10.30
9, 10.2354, 10.14, 10.30
10, 10.2354, 10.17, 10.30
11, 10.2354, 10.17, 10.30
12, 10.2354, 10.17, 10.30
13, 10.2354, 10.17, 10.30
14, 10.2354, 10.17, 10.30
15, 10.2354, 10.17, 10.30
16, 10.2354, 10.17, 10.25
17, 10.2354, 10.17, 10.25
18, 10.2354, 10.17, 10.25
19, 10.2354, 10.17, 10.30
20, 10.2355, 10.43, 10.50
21, 10.2354, 10.43, 10.50
22, 10.2354, 10.43, 10.50
23, 10.2354, 10.43, 10.50
24, 10.2354, 10.43, 10.50
25, 10.2354, 10.43, 10.50
26, 10.2354, 10.43, 10.50
27, 10.2354, 10.43, 10.50
28, 10.2354, 10.43, 10.50
29, 10.2354, 10.43, 10.50
30, 10.2354, 10.43, 10.50
31, 10.2354, 10.43, 10.50
32, 10.2354, 10.43, 10.50
33, 10.2354, 10.46, 10.50
34, 10.2354, 10.46, 10.50
35, 10.2354, 10.46, 10.50
36, 10.2354, 10.46, 10.50
37, 10.2354, 10.46, 10.50
38, 10.2354, 10.46, 10.50
39, 10.2354, 10.46, 10.50
40, 10.2354, 10.49, 10.50
41, 10.2354, 10.49, 10.50
42, 10.2354, 10.49, 10.50
43, 10.2354, 10.49, 10.50
44, 10.2354, 10.49, 10.50
45, 10.2354, 10.49, 10.50
46, 10.2354, 10.49, 10.50
47, 10.2354, 10.49, 10.50
48, 10.2354, 10.49, 10.50
49, 10.2354, 10.49, 10.50
50, 10.2354, 10.49, 10.50
51, 10.2354, 10.49, 10.50
52, 10.2354, 10.49, 10.50
53, 10.2354, 10.49, 10.50
54, 10.2354, 10.49, 10.50
55, 10.2354, 10.49, 10.50
56, 10.2354, 10.49, 10.50
57, 10.2354, 10.49, 10.50
58, 10.2354, 10.49, 10.50
59, 10.2354, 10.51, 10.50
60, 10.2354, 10.51, 10.50
61, 10.2354, 10.51, 10.50
62, 10.2354, 10.51, 10.50
63, 10.2354, 10.51, 10.50
64, 10.2354, 10.51, 10.50
65, 10.2354, 10.51, 10.50
66, 10.2354, 10.51, 10.50
67, 10.2354, 10.51, 10.50
68, 10.2354, 10.51, 10.50
69, 10.2354, 10.51, 10.50
70, 10.2354, 10.51, 10.50
71, 10.2354, 10.51, 10.50
72, 10.2354, 10.51, 10.50
73, 10.2354, 10.51, 10.50
74, 10.2354, 10.51, 10.50
75, 10.2354, 10.51, 10.50
76, 10.2354, 10.51, 10.50
77, 10.2354, 10.51, 10.50
78, 10.2354, 10.51, 10.50
79, 10.2354, 10.51, 10.50
80, 10.2354, 10.51, 10.50
81, 10.2354, 10.51, 10.50
82, 10.2297, 12.80, 12.45
83, 10.0137, 10.26, 10.60
84, 9.8103, 10.26, 10.60
85, 9.8103, 10.26, 10.60
86, 9.8103, 10.26, 10.60
87, 9.8103, 10.26, 10.60
88, 9.8103, 10.26, 10.60
89, 9.8103, 10.26, 10.60
90, 9.8103, 10.26, 10.60
91, 9.8103, 10.26, 10.60
92, 9.8103, 10.26, 10.60
93, 9.8103, 10.26, 10.60
94, 9.8103, 10.26, 10.60
95, 9.8103, 10.26, 10.60
96, 9.8103, 10.26, 10.60
97, 9.8103, 10.26, 10.60
98, 9.8103, 10.26, 10.60
99, 9.8103, 10.26, 10.60
100, 9.8103, 10.26, 10.60

