
Network Parameters:
Training data: ./train.csv (3500 examples)
Testing data: ./test.csv (2000 examples)
Network structure: 64-25-10
Learning rate: 0.01
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.9858, 15.54, 14.25
2, 0.8921, 24.11, 23.80
3, 0.8740, 30.77, 29.90
4, 0.8518, 35.97, 35.35
5, 0.8254, 39.43, 39.00
6, 0.7960, 43.51, 42.65
7, 0.7649, 48.69, 47.15
8, 0.7329, 54.11, 52.80
9, 0.7002, 59.31, 57.80
10, 0.6666, 64.23, 62.55
11, 0.6322, 67.26, 65.95
12, 0.5978, 70.09, 68.25
13, 0.5642, 72.80, 71.75
14, 0.5327, 75.34, 74.20
15, 0.5040, 77.43, 75.95
16, 0.4782, 79.17, 78.40
17, 0.4552, 80.63, 80.25
18, 0.4346, 81.66, 81.55
19, 0.4160, 82.54, 82.55
20, 0.3990, 83.49, 83.45
21, 0.3834, 84.26, 84.35
22, 0.3691, 84.91, 85.00
23, 0.3557, 85.57, 85.35
24, 0.3433, 86.20, 86.00
25, 0.3318, 86.83, 86.50
26, 0.3211, 87.40, 87.00
27, 0.3111, 88.00, 87.30
28, 0.3018, 88.34, 87.55
29, 0.2932, 88.69, 87.85
30, 0.2852, 88.83, 88.25
31, 0.2777, 89.03, 88.45
32, 0.2707, 89.43, 88.75
33, 0.2642, 89.57, 88.85
34, 0.2582, 89.77, 89.00
35, 0.2525, 90.06, 89.00
36, 0.2472, 90.29, 89.15
37, 0.2421, 90.46, 89.20
38, 0.2374, 90.69, 89.30
39, 0.2329, 90.77, 89.40
40, 0.2286, 90.91, 89.45
41, 0.2245, 91.03, 89.70
42, 0.2206, 91.17, 89.75
43, 0.2169, 91.26, 89.75
44, 0.2133, 91.31, 89.85
45, 0.2099, 91.46, 90.10
46, 0.2067, 91.54, 90.15
47, 0.2035, 91.57, 90.20
48, 0.2006, 91.60, 90.15
49, 0.1977, 91.74, 90.25
50, 0.1950, 91.80, 90.50
51, 0.1924, 91.83, 90.70
52, 0.1899, 91.89, 90.80
53, 0.1875, 92.09, 90.80
54, 0.1851, 92.26, 90.85
55, 0.1829, 92.26, 90.95
56, 0.1807, 92.43, 91.10
57, 0.1786, 92.46, 91.35
58, 0.1766, 92.46, 91.45
59, 0.1746, 92.51, 91.65
60, 0.1727, 92.74, 91.70
61, 0.1708, 92.83, 91.75
62, 0.1690, 92.83, 91.80
63, 0.1673, 92.86, 91.85
64, 0.1656, 92.89, 91.80
65, 0.1639, 92.94, 91.80
66, 0.1623, 93.03, 91.90
67, 0.1608, 93.06, 91.90
68, 0.1592, 93.09, 92.00
69, 0.1578, 93.11, 92.00
70, 0.1563, 93.20, 92.05
71, 0.1549, 93.29, 92.10
72, 0.1536, 93.37, 92.15
73, 0.1523, 93.43, 92.15
74, 0.1510, 93.51, 92.20
75, 0.1497, 93.54, 92.25
76, 0.1485, 93.60, 92.20
77, 0.1473, 93.66, 92.20
78, 0.1461, 93.71, 92.20
79, 0.1450, 93.71, 92.25
80, 0.1438, 93.71, 92.25
81, 0.1428, 93.74, 92.30
82, 0.1417, 93.83, 92.35
83, 0.1406, 93.86, 92.35
84, 0.1396, 93.97, 92.35
85, 0.1386, 94.09, 92.40
86, 0.1376, 94.17, 92.35
87, 0.1367, 94.17, 92.40
88, 0.1357, 94.14, 92.45
89, 0.1348, 94.20, 92.50
90, 0.1339, 94.26, 92.60
91, 0.1330, 94.29, 92.65
92, 0.1321, 94.31, 92.65
93, 0.1313, 94.34, 92.60
94, 0.1304, 94.37, 92.65
95, 0.1296, 94.40, 92.70
96, 0.1288, 94.43, 92.70
97, 0.1280, 94.43, 92.70
98, 0.1272, 94.51, 92.70
99, 0.1265, 94.57, 92.80
100, 0.1257, 94.69, 92.80

