PSO-NN - Swarm Size Data

SS010
Epoch,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 10,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Run 21,Run 22,Run 23,Run 26,Run 27,Run 29,Run 30,Mean
1,1.0023,0.9797,0.9686,1.1096,0.9706,0.9885,1.0366,1.0069,1.0483,1.0126,1.0278,1.0646,0.9346,0.9642,0.9874,1.0283,0.9661,0.9582,0.9158,1.0512,1.0069,1.0257,0.9735,1.001217391304348
2,1.0023,0.9797,0.9136,1.0483,0.949,0.9132,1.0366,0.9426,1.0483,0.9958,1.0278,1.0646,0.9346,0.9642,0.9152,1.0283,0.9302,0.8865,0.9158,1.0072,1.0069,0.9863,0.9735,0.9769782608695656
3,1.0023,0.9762,0.9136,0.915,0.9167,0.8761,1.0366,0.8842,1.0483,0.9215,1.0275,1.0646,0.9346,0.9642,0.9152,1.0283,0.8866,0.883,0.8284,0.9623,1.0069,0.9725,0.9735,0.9538304347826088
4,0.942,0.912,0.9136,0.8835,0.905,0.8407,0.9212,0.8713,1.0483,0.8861,0.9865,1.0422,0.8928,0.9642,0.9043,0.948,0.8866,0.8531,0.8093,0.9221,0.9785,0.9277,0.9735,0.9222826086956524
5,0.942,0.8613,0.9136,0.8493,0.8684,0.7993,0.8899,0.8518,0.9621,0.8723,0.9563,0.9898,0.8625,0.92,0.8795,0.9291,0.8866,0.7569,0.7654,0.877,0.8694,0.8949,0.9673,0.8854217391304348
6,0.942,0.833,0.8461,0.8341,0.8573,0.7891,0.8168,0.8348,0.8594,0.7879,0.9403,0.9212,0.8625,0.9053,0.849,0.854,0.8866,0.7569,0.7619,0.844,0.8694,0.8481,0.9631,0.854904347826087
7,0.8362,0.7894,0.8151,0.8217,0.8552,0.7467,0.814,0.8085,0.8399,0.7879,0.8889,0.914,0.8612,0.8939,0.8332,0.854,0.8694,0.7353,0.7432,0.7855,0.8481,0.8481,0.9149,0.8306217391304347
8,0.8362,0.7366,0.7801,0.7784,0.8017,0.7467,0.7404,0.7834,0.8399,0.7758,0.8004,0.9043,0.8284,0.8721,0.8332,0.8359,0.8244,0.7103,0.6921,0.7529,0.8207,0.8333,0.8507,0.7990391304347826
9,0.8362,0.7211,0.7559,0.7451,0.7916,0.7467,0.7059,0.7735,0.8248,0.7642,0.7844,0.8716,0.7986,0.8663,0.8302,0.8311,0.8244,0.6663,0.665,0.7529,0.8045,0.77,0.8507,0.7817826086956522
10,0.7901,0.7205,0.7386,0.7312,0.7753,0.7114,0.6691,0.7628,0.7982,0.739,0.7497,0.8411,0.7986,0.836,0.7782,0.7912,0.8244,0.6389,0.6344,0.7491,0.7776,0.7513,0.8381,0.7584695652173913
11,0.7732,0.706,0.7301,0.7165,0.7662,0.7114,0.6691,0.7511,0.7473,0.7114,0.7406,0.798,0.7839,0.7849,0.7355,0.7715,0.809,0.6223,0.6121,0.747,0.755,0.7249,0.8057,0.7379434782608696
12,0.7376,0.6935,0.7135,0.7035,0.7307,0.7027,0.6636,0.7336,0.7381,0.7035,0.7368,0.7833,0.7461,0.7424,0.73,0.7532,0.8047,0.6149,0.6121,0.7307,0.7427,0.7074,0.7761,0.7217695652173913
13,0.716,0.6759,0.7135,0.6911,0.7307,0.6922,0.6581,0.7274,0.7065,0.6887,0.7286,0.781,0.7454,0.7219,0.7139,0.7498,0.7867,0.6104,0.6015,0.7203,0.7356,0.6953,0.7628,0.7110130434782608
14,0.696,0.6575,0.7117,0.6838,0.7307,0.6908,0.6452,0.7097,0.6884,0.68,0.716,0.7569,0.7162,0.7056,0.6928,0.7265,0.7639,0.5961,0.5775,0.7001,0.7207,0.6806,0.7359,0.6948956521739129
15,0.6916,0.6545,0.7055,0.6718,0.7224,0.6827,0.6334,0.7034,0.6682,0.6688,0.7012,0.7453,0.7123,0.6927,0.6808,0.7201,0.7594,0.5924,0.5718,0.6554,0.7076,0.6806,0.7184,0.6843608695652174
16,0.6519,0.6545,0.6955,0.6667,0.7039,0.6683,0.6123,0.6751,0.642,0.6565,0.6987,0.7309,0.6922,0.6739,0.6706,0.7032,0.7318,0.5743,0.5637,0.6532,0.7013,0.6721,0.7054,0.6694782608695652
17,0.6519,0.6545,0.6893,0.6641,0.6794,0.6616,0.5987,0.6693,0.6108,0.6565,0.6942,0.7129,0.6817,0.6685,0.6638,0.6924,0.7118,0.5621,0.5637,0.6268,0.6862,0.659,0.69,0.6586608695652174
18,0.6478,0.643,0.6868,0.6562,0.6737,0.6595,0.571,0.657,0.6063,0.6565,0.6902,0.6917,0.6699,0.662,0.649,0.6835,0.6914,0.5561,0.5603,0.6082,0.6733,0.6463,0.6791,0.6486434782608697
19,0.6328,0.6353,0.6821,0.6391,0.6641,0.6546,0.5618,0.6498,0.5928,0.6546,0.6842,0.6717,0.651,0.655,0.6378,0.6782,0.6792,0.5496,0.5565,0.5833,0.6665,0.6364,0.6673,0.6384217391304347
20,0.6059,0.6353,0.674,0.6303,0.6556,0.6523,0.551,0.6302,0.5816,0.6494,0.6817,0.671,0.6456,0.6508,0.6237,0.6751,0.6726,0.5356,0.5447,0.5694,0.6518,0.6301,0.6599,0.6294608695652174
21,0.5894,0.6344,0.6733,0.6297,0.6538,0.6493,0.5461,0.6242,0.5789,0.6463,0.6812,0.671,0.6377,0.6441,0.6109,0.6691,0.6604,0.5349,0.5399,0.563,0.6459,0.6237,0.648,0.6241391304347824
22,0.5894,0.6305,0.6707,0.623,0.645,0.6458,0.5404,0.6138,0.5749,0.6447,0.6782,0.6552,0.635,0.6413,0.605,0.6658,0.6549,0.5296,0.5353,0.5471,0.6381,0.6139,0.644,0.6183304347826085
23,0.5807,0.6245,0.6695,0.622,0.6377,0.6447,0.5347,0.6098,0.5677,0.6412,0.6773,0.6408,0.6244,0.6369,0.5993,0.6611,0.6502,0.5266,0.5278,0.5433,0.6314,0.6075,0.6378,0.6129086956521739
24,0.5721,0.6214,0.6666,0.6188,0.6231,0.6423,0.532,0.6047,0.5633,0.6376,0.6755,0.6367,0.6155,0.6229,0.5958,0.6581,0.6477,0.5229,0.5269,0.5305,0.6236,0.6005,0.6303,0.6073391304347826
25,0.5674,0.614,0.6659,0.6153,0.6146,0.6385,0.5269,0.601,0.5564,0.6355,0.6726,0.6324,0.5997,0.6094,0.5911,0.6512,0.6453,0.5194,0.5244,0.526,0.6162,0.5956,0.6267,0.6019782608695651
